request_id,ts,user_id,method,endpoint,http_status,latency_ms,partner_bank,idempotency_key,error_msg
REQ629024378741,2025-12-30 11:58:25.000,USR000269,POST,/cbs/customer/lookup,401,126,YESB,IDM5663557457,BANK_DOWN
REQ450787625267,2025-12-30 11:00:25.000,USR000269,GET,/cbs/transaction/{id}/status,200,140,YESB,IDM4516469810,
REQ332752916000,2025-12-30 11:25:21.000,USR000269,POST,/cbs/aml/screen,200,524,YESB,IDM8842420248,
REQ640452090919,2025-12-30 11:54:05.000,USR000269,POST,/cbs/customer/lookup,200,108,YESB,IDM4944503811,
REQ845347985605,2025-12-30 11:26:51.000,USR000269,POST,/cbs/aml/screen,200,377,YESB,IDM4044248248,
REQ288260402415,2025-12-30 11:41:13.000,USR000269,POST,/cbs/transaction/initiate,200,303,YESB,IDM1276460249,
REQ393986849227,2025-12-30 10:26:40.000,USR000269,POST,/cbs/kyc/ckyc-fetch,200,239,YESB,IDM6773804426,
REQ373698052923,2025-12-30 11:46:04.000,USR000269,POST,/cbs/transaction/initiate,200,910,YESB,IDM2302718506,
REQ878566212605,2025-03-15 11:09:13.000,USR000609,POST,/cbs/fd/booking,200,758,KOTK,IDM5969690219,
REQ763365253252,2025-03-15 11:53:16.000,USR000609,POST,/cbs/transaction/initiate,200,627,KOTK,IDM6028798950,
REQ818354432694,2025-03-15 10:20:36.000,USR000609,POST,/cbs/customer/lookup,503,105,KOTK,IDM6907236928,RATE_LIMITED
REQ324982819718,2025-03-15 11:26:08.000,USR000609,POST,/cbs/aml/screen,400,795,KOTK,IDM6351719967,UPSTREAM_TIMEOUT
REQ132056738991,2025-03-15 11:58:25.000,USR000609,POST,/cbs/account/balance,200,131,KOTK,IDM5770982048,
REQ153548601169,2025-03-15 10:15:00.000,USR000609,POST,/cbs/aml/screen,200,354,KOTK,IDM7182259302,
REQ706246101558,2025-03-15 10:39:19.000,USR000609,POST,/cbs/account/balance,200,135,KOTK,IDM5157824739,
REQ981500464523,2025-03-15 10:45:00.000,USR000609,POST,/cbs/kyc/ckyc-fetch,401,794,KOTK,IDM7630813758,RATE_LIMITED
REQ812154545495,2025-03-15 11:26:26.000,USR000609,POST,/cbs/aml/screen,200,604,KOTK,IDM2994766804,
REQ934708859178,2025-03-15 10:59:48.000,USR000609,POST,/cbs/penny-drop,200,957,KOTK,IDM1144845760,
REQ632425668582,2026-03-16 18:27:10.000,USR000911,POST,/cbs/fd/booking,200,1168,SBIN,IDM6068063979,
REQ109971613537,2026-03-16 19:31:03.000,USR000911,POST,/cbs/kyc/ckyc-fetch,200,746,SBIN,IDM6924944911,
REQ479683796857,2026-03-16 18:11:42.000,USR000911,POST,/cbs/customer/lookup,401,110,SBIN,IDM7007745535,UPSTREAM_TIMEOUT
REQ453208873864,2026-03-16 18:03:59.000,USR000911,POST,/cbs/account/balance,503,168,SBIN,IDM6859172480,ACCT_NOT_FOUND
REQ855734171983,2026-03-16 19:32:00.000,USR000911,POST,/cbs/account/balance,200,219,SBIN,IDM5515073940,
REQ631552446335,2026-03-16 19:55:54.000,USR000911,POST,/cbs/kyc/ckyc-fetch,200,230,SBIN,IDM4424369126,
REQ904333044653,2025-10-27 01:48:30.000,USR000467,POST,/cbs/kyc/ckyc-fetch,200,218,PUNB,IDM8444543451,
REQ681942483963,2025-10-27 00:31:57.000,USR000467,POST,/cbs/fd/rate,200,137,PUNB,IDM6342137602,
REQ827994752618,2025-10-27 01:24:41.000,USR000467,POST,/cbs/account/balance,200,83,PUNB,IDM7559776260,
REQ828804935415,2025-11-22 08:00:55.000,USR000441,POST,/cbs/account/balance,200,178,SBIN,IDM4802611762,
REQ130245109925,2025-11-22 09:14:13.000,USR000441,POST,/cbs/kyc/ckyc-fetch,200,538,SBIN,IDM3067910041,
REQ833965476133,2025-11-22 09:04:25.000,USR000441,POST,/cbs/account/balance,200,163,SBIN,IDM1136981950,
REQ632921329240,2025-11-22 09:59:40.000,USR000441,POST,/cbs/fd/rate,200,102,SBIN,IDM4891624728,
REQ829891238135,2025-02-14 01:44:44.000,USR000278,POST,/cbs/customer/lookup,200,179,INDB,IDM2566871655,
REQ115371343773,2025-02-14 02:12:14.000,USR000278,POST,/cbs/account/balance,200,219,INDB,IDM9834596389,
REQ255750588332,2025-02-14 02:44:35.000,USR000278,POST,/cbs/aml/screen,200,491,INDB,IDM1965860929,
REQ809537135585,2025-02-14 02:49:36.000,USR000278,POST,/cbs/aml/screen,200,654,INDB,IDM6140359604,
REQ433620763892,2025-04-17 02:23:38.000,USR000922,POST,/cbs/fd/booking,400,910,HDFC,IDM1031203158,RATE_LIMITED
REQ861266415923,2025-04-17 02:27:42.000,USR000922,GET,/cbs/transaction/{id}/status,200,248,HDFC,IDM1071275594,
REQ641088390650,2025-04-17 02:19:05.000,USR000922,POST,/cbs/kyc/ckyc-fetch,200,274,HDFC,IDM9133347061,
REQ631279683964,2025-04-17 03:32:00.000,USR000922,POST,/cbs/customer/lookup,400,127,HDFC,IDM6427313637,INVALID_PAN
REQ915355435257,2025-03-20 01:04:12.000,USR000736,GET,/cbs/transaction/{id}/status,200,106,INDB,IDM3389186204,
REQ681884270727,2025-03-20 01:52:00.000,USR000736,GET,/cbs/transaction/{id}/status,200,204,INDB,IDM6604677162,
REQ899685047394,2025-03-20 02:28:51.000,USR000736,POST,/cbs/fd/rate,200,85,INDB,IDM6336100405,
REQ954867689950,2025-03-20 02:02:13.000,USR000736,POST,/cbs/transaction/initiate,200,774,INDB,IDM9889662257,
REQ314945496575,2025-03-20 02:33:19.000,USR000736,POST,/cbs/account/balance,200,209,INDB,IDM9518388531,
REQ559664778828,2026-03-04 02:44:33.000,USR000189,POST,/cbs/kyc/ckyc-fetch,200,417,ICIC,IDM5389282818,
REQ512013403561,2026-03-04 03:38:31.000,USR000189,POST,/cbs/customer/lookup,200,123,ICIC,IDM4421617137,
REQ948944423714,2026-03-04 03:39:17.000,USR000189,POST,/cbs/kyc/ckyc-fetch,400,441,ICIC,IDM8900264672,AML_FLAG
REQ365618621025,2025-03-14 09:22:57.000,USR000433,POST,/cbs/fd/rate,400,112,PUNB,IDM1055088207,RATE_LIMITED
REQ284699597461,2025-03-14 10:58:21.000,USR000433,POST,/cbs/fd/booking,200,1076,PUNB,IDM2014812132,
REQ597681081272,2025-03-14 10:23:08.000,USR000433,POST,/cbs/fd/booking,401,661,PUNB,IDM7517874645,UPSTREAM_TIMEOUT
REQ117240381432,2025-03-14 10:41:44.000,USR000433,POST,/cbs/fd/booking,200,438,PUNB,IDM7396194586,
REQ360139972370,2025-03-14 09:25:28.000,USR000433,POST,/cbs/account/balance,200,97,PUNB,IDM9638454094,
REQ713490022008,2025-03-14 10:56:35.000,USR000433,POST,/cbs/kyc/ckyc-fetch,200,560,PUNB,IDM6926331478,
REQ588903228548,2025-03-14 10:43:35.000,USR000433,POST,/cbs/aml/screen,200,836,PUNB,IDM1275107738,
REQ420236227631,2025-06-01 05:47:09.000,USR000099,POST,/cbs/fd/booking,200,1164,SBIN,IDM2280682265,
REQ326501213562,2025-06-01 04:39:56.000,USR000099,POST,/cbs/fd/booking,200,359,SBIN,IDM1934443279,
REQ418043671915,2025-11-11 08:28:17.000,USR000952,POST,/cbs/fd/rate,401,64,KOTK,IDM6715951710,UPSTREAM_TIMEOUT
REQ848177968408,2025-11-11 08:21:25.000,USR000952,POST,/cbs/fd/rate,200,63,KOTK,IDM9597427540,
REQ284796937604,2025-11-11 07:24:57.000,USR000952,POST,/cbs/aml/screen,200,815,KOTK,IDM7240628813,
REQ334479445664,2025-09-03 06:53:39.000,USR000820,POST,/cbs/customer/lookup,200,117,CANB,IDM9949882470,
REQ994310161578,2025-09-03 06:22:08.000,USR000820,POST,/cbs/kyc/ckyc-fetch,200,207,CANB,IDM5797782878,
REQ642158043641,2025-09-03 06:41:12.000,USR000820,POST,/cbs/fd/rate,200,127,CANB,IDM4656649825,
REQ562206585132,2025-09-03 06:48:05.000,USR000820,POST,/cbs/customer/lookup,200,139,CANB,IDM7390995133,
REQ939159100289,2025-09-11 02:06:56.000,USR000538,POST,/cbs/customer/lookup,504,170,SBIN,IDM6095873617,BANK_DOWN
REQ524789309923,2025-09-11 02:00:04.000,USR000538,POST,/cbs/transaction/initiate,200,922,SBIN,IDM8603871269,
REQ401054070259,2025-09-11 02:18:57.000,USR000538,GET,/cbs/transaction/{id}/status,200,220,SBIN,IDM1033749334,
REQ443362978578,2025-09-11 02:24:06.000,USR000538,POST,/cbs/transaction/initiate,200,621,SBIN,IDM2328519758,
REQ682351624814,2025-09-11 01:32:02.000,USR000538,POST,/cbs/account/balance,200,156,SBIN,IDM7704097629,
REQ322397574429,2025-01-31 16:36:59.000,USR000652,POST,/cbs/fd/booking,200,876,CANB,IDM2984076189,
REQ689215408713,2025-01-31 16:42:48.000,USR000652,GET,/cbs/transaction/{id}/status,200,230,CANB,IDM9101227587,
REQ953681509610,2025-01-31 16:12:47.000,USR000652,POST,/cbs/customer/lookup,200,163,CANB,IDM7470168743,
REQ699829675604,2025-01-31 15:25:00.000,USR000652,POST,/cbs/kyc/ckyc-fetch,200,427,CANB,IDM8636092200,
REQ805606615011,2025-01-31 15:06:59.000,USR000652,POST,/cbs/fd/booking,200,320,CANB,IDM5684301807,
REQ507611342602,2025-01-31 16:57:35.000,USR000652,POST,/cbs/penny-drop,200,1136,CANB,IDM8973278082,
REQ667455670202,2025-01-31 15:25:43.000,USR000652,POST,/cbs/penny-drop,400,1376,CANB,IDM2989505842,BANK_DOWN
REQ703660612835,2025-01-31 16:14:50.000,USR000652,POST,/cbs/aml/screen,200,341,CANB,IDM7514457589,
REQ780162775684,2025-01-31 16:56:17.000,USR000652,POST,/cbs/fd/booking,200,1058,CANB,IDM2138446404,
REQ695176170773,2025-01-31 15:56:14.000,USR000652,POST,/cbs/fd/booking,400,1001,CANB,IDM3981585002,INVALID_PAN
REQ884624983315,2025-05-20 08:27:52.000,USR000075,POST,/cbs/fd/rate,200,103,RBL,IDM9466044632,
REQ947967125545,2025-05-20 08:39:13.000,USR000075,POST,/cbs/fd/booking,200,396,RBL,IDM7136727496,
REQ823663519271,2025-05-20 09:30:52.000,USR000075,POST,/cbs/aml/screen,200,721,RBL,IDM2935570082,
REQ243794529175,2025-05-20 09:56:10.000,USR000075,POST,/cbs/fd/rate,200,103,RBL,IDM7276581538,
REQ304793164635,2025-05-20 09:21:16.000,USR000075,GET,/cbs/transaction/{id}/status,200,155,RBL,IDM3006540510,
REQ408893179629,2025-05-20 09:59:40.000,USR000075,POST,/cbs/aml/screen,200,892,RBL,IDM2622954788,
REQ559802264727,2025-05-20 08:54:49.000,USR000075,POST,/cbs/transaction/initiate,200,479,RBL,IDM6543385557,
REQ105614920913,2025-05-20 09:06:49.000,USR000075,POST,/cbs/customer/lookup,200,149,RBL,IDM9862360888,
REQ600394840460,2025-05-20 09:26:49.000,USR000075,POST,/cbs/fd/booking,200,644,RBL,IDM1234527688,
REQ659618247342,2025-05-20 08:03:32.000,USR000075,POST,/cbs/transaction/initiate,200,1024,RBL,IDM4281006236,
REQ790658303699,2025-12-01 19:24:51.000,USR000934,POST,/cbs/aml/screen,200,820,AXIS,IDM5024407962,
REQ211535237313,2025-12-01 19:55:13.000,USR000934,POST,/cbs/customer/lookup,200,164,AXIS,IDM6629985438,
REQ401422060405,2025-12-01 18:09:18.000,USR000934,POST,/cbs/aml/screen,200,568,AXIS,IDM5094179575,
REQ959771699627,2025-12-01 19:15:57.000,USR000934,POST,/cbs/kyc/ckyc-fetch,200,284,AXIS,IDM4139176594,
REQ446278614576,2025-12-01 19:45:36.000,USR000934,POST,/cbs/transaction/initiate,200,978,AXIS,IDM4535582157,
REQ332544684123,2025-08-08 00:56:04.000,USR000593,POST,/cbs/kyc/ckyc-fetch,200,640,INDB,IDM7041157743,
REQ506768397352,2025-08-07 23:56:15.000,USR000593,POST,/cbs/aml/screen,200,740,INDB,IDM7806577146,
REQ828604965758,2025-08-08 00:16:04.000,USR000593,GET,/cbs/transaction/{id}/status,200,181,INDB,IDM7568705016,
REQ632170742073,2025-10-01 09:24:43.000,USR000610,POST,/cbs/account/balance,200,100,PUNB,IDM3986298101,
REQ588474471547,2025-10-01 09:12:24.000,USR000610,POST,/cbs/penny-drop,404,1462,PUNB,IDM2861726621,BANK_DOWN
REQ269414160418,2025-10-01 09:02:14.000,USR000610,POST,/cbs/transaction/initiate,200,894,PUNB,IDM8338142001,
REQ921994047302,2025-10-01 09:53:55.000,USR000610,POST,/cbs/transaction/initiate,200,988,PUNB,IDM3228639033,
REQ777453910892,2025-10-01 09:29:47.000,USR000610,POST,/cbs/fd/rate,200,113,PUNB,IDM6249296016,
REQ147817557149,2025-10-01 08:53:30.000,USR000610,POST,/cbs/penny-drop,200,497,PUNB,IDM5419011523,
REQ912528844235,2025-10-01 08:55:48.000,USR000610,POST,/cbs/penny-drop,200,1059,PUNB,IDM8921768004,
REQ895035292515,2026-01-05 08:40:04.000,USR000349,POST,/cbs/fd/booking,200,536,AXIS,IDM1554043083,
REQ285841409125,2026-01-05 07:11:28.000,USR000349,POST,/cbs/account/balance,200,153,AXIS,IDM5931439460,
REQ232299496264,2026-01-05 08:33:33.000,USR000349,POST,/cbs/penny-drop,200,1100,AXIS,IDM2078179712,
REQ519733903329,2025-11-15 03:07:44.000,USR000661,GET,/cbs/transaction/{id}/status,200,117,KOTK,IDM5448122423,
REQ184936854827,2025-11-15 04:34:39.000,USR000661,POST,/cbs/account/balance,200,95,KOTK,IDM6101265620,
REQ250225567766,2025-11-15 03:48:09.000,USR000661,POST,/cbs/penny-drop,200,711,KOTK,IDM2900619668,
REQ816088595508,2025-11-15 04:28:21.000,USR000661,POST,/cbs/kyc/ckyc-fetch,200,211,KOTK,IDM5614152133,
REQ218597815572,2025-11-15 03:31:38.000,USR000661,POST,/cbs/transaction/initiate,200,655,KOTK,IDM1199878489,
REQ174228089815,2025-11-15 03:30:58.000,USR000661,POST,/cbs/fd/booking,200,569,KOTK,IDM9544582559,
REQ277661905924,2025-07-04 19:04:56.000,USR000996,POST,/cbs/account/balance,200,106,YESB,IDM6531170244,
REQ925317827389,2025-07-04 19:12:55.000,USR000996,POST,/cbs/kyc/ckyc-fetch,200,213,YESB,IDM5814270721,
REQ415843424589,2025-07-04 20:31:47.000,USR000996,POST,/cbs/fd/booking,200,1110,YESB,IDM4894955179,
REQ735223233204,2025-07-04 20:27:48.000,USR000996,POST,/cbs/fd/booking,200,705,YESB,IDM2164213595,
REQ975131354563,2025-07-04 19:12:38.000,USR000996,POST,/cbs/account/balance,200,169,YESB,IDM8853898026,
REQ892062909811,2025-07-04 20:51:14.000,USR000996,POST,/cbs/account/balance,504,200,YESB,IDM6081200049,PENNY_DROP_FAIL
REQ711701056342,2025-07-04 19:32:53.000,USR000996,POST,/cbs/kyc/ckyc-fetch,200,292,YESB,IDM7006959395,
REQ455448811874,2025-07-04 19:38:50.000,USR000996,POST,/cbs/kyc/ckyc-fetch,200,546,YESB,IDM2662785770,
REQ932443408646,2025-07-04 19:31:07.000,USR000996,POST,/cbs/kyc/ckyc-fetch,200,363,YESB,IDM8394876169,
REQ619532206127,2026-04-16 22:12:11.000,USR000526,GET,/cbs/transaction/{id}/status,400,241,KOTK,IDM5142465999,AML_FLAG
REQ483254586770,2026-04-16 21:56:06.000,USR000526,POST,/cbs/account/balance,404,131,KOTK,IDM8603241712,BANK_DOWN
REQ860605085121,2026-04-16 21:16:04.000,USR000526,POST,/cbs/account/balance,200,139,KOTK,IDM9295044444,
REQ440676900990,2026-04-16 21:39:03.000,USR000526,POST,/cbs/customer/lookup,200,150,KOTK,IDM5378882599,
REQ143976415056,2026-04-16 21:02:29.000,USR000526,POST,/cbs/transaction/initiate,200,871,KOTK,IDM4141330682,
REQ179047269915,2026-04-16 21:15:48.000,USR000526,POST,/cbs/fd/rate,200,120,KOTK,IDM1006356352,
REQ752861140398,2026-03-18 03:35:09.000,USR000073,POST,/cbs/transaction/initiate,400,303,SBIN,IDM9717820239,AML_FLAG
REQ816037655427,2026-03-18 04:55:10.000,USR000073,POST,/cbs/aml/screen,200,792,SBIN,IDM5667742619,
REQ123157580461,2026-03-18 03:20:58.000,USR000073,POST,/cbs/customer/lookup,200,144,SBIN,IDM5482243186,
REQ407040768322,2026-03-18 03:29:21.000,USR000073,POST,/cbs/penny-drop,200,716,SBIN,IDM2448747875,
REQ185733108780,2026-03-18 03:39:37.000,USR000073,POST,/cbs/transaction/initiate,200,564,SBIN,IDM4602737793,
REQ951457501066,2026-03-18 04:38:09.000,USR000073,POST,/cbs/aml/screen,200,853,SBIN,IDM8134383300,
REQ367171116297,2026-03-18 04:02:47.000,USR000073,POST,/cbs/aml/screen,200,448,SBIN,IDM8939121879,
REQ720676341446,2026-03-18 04:22:01.000,USR000073,POST,/cbs/account/balance,200,206,SBIN,IDM5487406104,
REQ533835995778,2026-03-18 03:07:14.000,USR000073,POST,/cbs/fd/rate,200,128,SBIN,IDM1926533457,
REQ379707262021,2025-05-07 16:55:01.000,USR000576,POST,/cbs/aml/screen,200,328,HDFC,IDM9610222926,
REQ579576272564,2025-05-07 17:03:50.000,USR000576,POST,/cbs/penny-drop,200,1453,HDFC,IDM3560380811,
REQ757374319256,2025-01-17 06:14:35.000,USR000251,POST,/cbs/fd/rate,200,131,BARB,IDM1780539380,
REQ892863517317,2025-01-17 06:38:05.000,USR000251,POST,/cbs/customer/lookup,200,174,BARB,IDM1592222558,
REQ662542132075,2025-01-17 06:03:06.000,USR000251,POST,/cbs/kyc/ckyc-fetch,200,768,BARB,IDM6495168526,
REQ835383257248,2025-01-17 07:27:33.000,USR000251,POST,/cbs/fd/rate,200,138,BARB,IDM9468815204,
REQ222983556573,2025-01-17 06:57:33.000,USR000251,POST,/cbs/kyc/ckyc-fetch,200,211,BARB,IDM9649961328,
REQ901096548483,2025-01-17 06:31:57.000,USR000251,POST,/cbs/kyc/ckyc-fetch,200,236,BARB,IDM4639410841,
REQ509051368619,2025-01-17 06:24:57.000,USR000251,GET,/cbs/transaction/{id}/status,200,241,BARB,IDM6205060583,
REQ862206735637,2025-01-17 06:18:34.000,USR000251,POST,/cbs/aml/screen,200,633,BARB,IDM5454465665,
REQ171514140081,2025-01-17 06:03:51.000,USR000251,POST,/cbs/fd/booking,200,1022,BARB,IDM7593955791,
REQ971137290621,2025-12-13 06:45:14.000,USR000963,POST,/cbs/kyc/ckyc-fetch,200,611,INDB,IDM7190282189,
REQ614914704427,2025-12-13 06:45:14.000,USR000963,POST,/cbs/kyc/ckyc-fetch,500,698,INDB,IDM3025307251,BANK_DOWN
REQ653846679938,2025-12-13 06:51:35.000,USR000963,POST,/cbs/customer/lookup,200,160,INDB,IDM3132186481,
REQ242647564161,2025-12-13 05:58:03.000,USR000963,POST,/cbs/customer/lookup,200,100,INDB,IDM7946016943,
REQ747564343949,2025-04-29 17:42:21.000,USR000532,GET,/cbs/transaction/{id}/status,200,176,IDFC,IDM5183522188,
REQ572524897096,2025-04-29 18:27:15.000,USR000532,POST,/cbs/kyc/ckyc-fetch,401,676,IDFC,IDM4218172704,ACCT_NOT_FOUND
REQ676460545390,2025-04-29 17:00:20.000,USR000532,POST,/cbs/transaction/initiate,200,1189,IDFC,IDM5535388336,
REQ173892838974,2025-04-29 17:12:04.000,USR000532,POST,/cbs/fd/rate,200,131,IDFC,IDM4939269637,
REQ836032234931,2025-04-29 17:28:41.000,USR000532,POST,/cbs/customer/lookup,200,141,IDFC,IDM6112012137,
REQ964548272690,2025-04-29 18:15:45.000,USR000532,GET,/cbs/transaction/{id}/status,200,162,IDFC,IDM6085020999,
REQ911739822624,2025-04-29 17:08:39.000,USR000532,POST,/cbs/aml/screen,200,707,IDFC,IDM7531201422,
REQ674555227539,2025-04-29 17:13:24.000,USR000532,POST,/cbs/fd/rate,200,117,IDFC,IDM1851414288,
REQ489108514514,2025-10-17 13:52:30.000,USR000654,GET,/cbs/transaction/{id}/status,503,110,YESB,IDM4240271856,PENNY_DROP_FAIL
REQ934971818521,2025-10-17 14:39:09.000,USR000654,POST,/cbs/aml/screen,200,453,YESB,IDM8246744776,
REQ728474246029,2025-10-17 13:25:06.000,USR000654,POST,/cbs/customer/lookup,200,128,YESB,IDM5386561254,
REQ731021692161,2025-10-17 13:33:01.000,USR000654,POST,/cbs/customer/lookup,200,103,YESB,IDM8709759986,
REQ661549603777,2025-10-17 14:36:31.000,USR000654,GET,/cbs/transaction/{id}/status,200,227,YESB,IDM8420629641,
REQ967109886967,2025-10-17 13:42:00.000,USR000654,POST,/cbs/fd/rate,200,83,YESB,IDM6850003125,
REQ749892744435,2025-10-17 13:25:00.000,USR000654,POST,/cbs/penny-drop,200,879,YESB,IDM1324106234,
REQ884965489499,2025-04-20 00:19:47.000,USR000780,POST,/cbs/kyc/ckyc-fetch,200,796,IDFC,IDM1689150351,
REQ969956584357,2025-04-19 23:52:08.000,USR000780,POST,/cbs/customer/lookup,200,150,IDFC,IDM2487259853,
REQ470329488844,2025-04-20 00:02:25.000,USR000780,POST,/cbs/account/balance,200,90,IDFC,IDM3562179831,
REQ489293337550,2025-04-20 00:51:40.000,USR000780,POST,/cbs/account/balance,200,131,IDFC,IDM2982284298,
REQ930127964343,2025-07-15 12:20:17.000,USR000018,POST,/cbs/account/balance,200,146,RBL,IDM5217071881,
REQ673396662468,2025-07-15 12:44:17.000,USR000018,POST,/cbs/fd/booking,200,1151,RBL,IDM7691566553,
REQ766665375355,2025-07-15 13:55:34.000,USR000018,POST,/cbs/aml/screen,200,754,RBL,IDM7392253128,
REQ493176605883,2025-07-15 12:01:02.000,USR000018,POST,/cbs/fd/booking,504,905,RBL,IDM2524447274,BANK_DOWN
REQ772535634224,2025-07-15 12:51:10.000,USR000018,POST,/cbs/kyc/ckyc-fetch,200,361,RBL,IDM5765074097,
REQ498652250291,2025-07-15 13:18:03.000,USR000018,POST,/cbs/fd/rate,200,100,RBL,IDM8742933647,
REQ370847373337,2025-04-27 16:04:21.000,USR000503,POST,/cbs/transaction/initiate,500,415,BARB,IDM6168817550,BANK_DOWN
REQ478370283741,2025-04-27 15:06:34.000,USR000503,POST,/cbs/kyc/ckyc-fetch,404,425,BARB,IDM6081834264,INVALID_PAN
REQ233543519319,2025-04-27 16:14:03.000,USR000503,POST,/cbs/fd/rate,200,119,BARB,IDM7577910168,
REQ490914465675,2025-04-27 16:56:18.000,USR000503,POST,/cbs/penny-drop,200,1412,BARB,IDM8942818450,
REQ474383513701,2025-04-27 15:08:21.000,USR000503,POST,/cbs/penny-drop,200,502,BARB,IDM8751300137,
REQ610530203722,2025-04-27 15:44:15.000,USR000503,GET,/cbs/transaction/{id}/status,200,196,BARB,IDM1909638977,
REQ357511338708,2025-04-27 15:04:16.000,USR000503,POST,/cbs/fd/booking,401,410,BARB,IDM4557757228,PENNY_DROP_FAIL
REQ801649300633,2025-04-27 16:46:44.000,USR000503,POST,/cbs/aml/screen,200,608,BARB,IDM1999808569,
REQ605453014156,2026-05-04 01:48:37.000,USR000013,POST,/cbs/account/balance,200,186,CANB,IDM8345989001,
REQ646311201269,2026-05-04 00:31:15.000,USR000013,POST,/cbs/customer/lookup,404,174,CANB,IDM9886559254,ACCT_NOT_FOUND
REQ121779558411,2026-05-04 00:43:38.000,USR000013,POST,/cbs/kyc/ckyc-fetch,200,561,CANB,IDM4202302426,
REQ215505535560,2026-05-04 01:13:25.000,USR000013,POST,/cbs/penny-drop,200,1220,CANB,IDM1883107789,
REQ532941108380,2026-05-04 01:47:56.000,USR000013,POST,/cbs/fd/booking,404,1144,CANB,IDM5583021966,BANK_DOWN
REQ581375770879,2026-05-04 01:50:41.000,USR000013,POST,/cbs/aml/screen,200,330,CANB,IDM8353947896,
REQ542350015496,2025-01-05 02:04:20.000,USR000227,POST,/cbs/penny-drop,200,1354,PUNB,IDM1787899907,
REQ644662025826,2025-01-05 03:01:40.000,USR000227,POST,/cbs/aml/screen,200,345,PUNB,IDM5628580493,
REQ965706181108,2025-01-05 02:24:18.000,USR000227,POST,/cbs/penny-drop,503,476,PUNB,IDM4523110939,INVALID_PAN
REQ606883134383,2025-01-05 03:06:12.000,USR000227,POST,/cbs/customer/lookup,200,134,PUNB,IDM5376703419,
REQ519260532888,2025-01-05 03:07:19.000,USR000227,POST,/cbs/kyc/ckyc-fetch,200,252,PUNB,IDM9142699493,
REQ975267111028,2025-01-05 03:55:35.000,USR000227,POST,/cbs/fd/booking,200,733,PUNB,IDM3394166025,
REQ749937175683,2025-01-05 03:55:30.000,USR000227,POST,/cbs/account/balance,200,104,PUNB,IDM1682098632,
REQ847994025267,2026-03-09 17:15:01.000,USR000648,GET,/cbs/transaction/{id}/status,400,194,PUNB,IDM6388961720,RATE_LIMITED
REQ336576984286,2026-03-09 17:56:11.000,USR000648,POST,/cbs/account/balance,200,181,PUNB,IDM3097922582,
REQ412111693787,2026-03-09 18:13:54.000,USR000648,POST,/cbs/fd/rate,200,93,PUNB,IDM7896291626,
REQ791349208441,2025-11-25 17:06:04.000,USR000245,POST,/cbs/fd/rate,200,75,YESB,IDM2251225707,
REQ722156268569,2025-11-25 17:15:49.000,USR000245,POST,/cbs/fd/rate,200,137,YESB,IDM8474948477,
REQ696647885297,2025-11-25 17:38:23.000,USR000245,POST,/cbs/aml/screen,200,584,YESB,IDM5397186975,
REQ245164690363,2025-11-25 17:43:11.000,USR000245,POST,/cbs/fd/booking,200,306,YESB,IDM8812593243,
REQ756678173159,2025-11-25 17:08:18.000,USR000245,POST,/cbs/customer/lookup,200,152,YESB,IDM1816145258,
REQ947901762904,2025-11-25 18:50:47.000,USR000245,POST,/cbs/fd/rate,200,62,YESB,IDM3348999851,
REQ411429001768,2025-11-25 18:47:17.000,USR000245,POST,/cbs/fd/booking,200,263,YESB,IDM1478680269,
REQ593143279247,2025-11-25 18:52:23.000,USR000245,POST,/cbs/penny-drop,200,1359,YESB,IDM9286495532,
REQ512938821077,2025-11-25 17:30:31.000,USR000245,POST,/cbs/fd/booking,400,1110,YESB,IDM2617243164,UPSTREAM_TIMEOUT
REQ553224136227,2025-11-25 17:16:15.000,USR000245,POST,/cbs/fd/rate,200,130,YESB,IDM1743570244,
REQ366570677643,2026-01-24 05:43:34.000,USR000767,POST,/cbs/fd/booking,400,630,YESB,IDM7961549416,AML_FLAG
REQ833531576305,2026-01-24 06:46:54.000,USR000767,POST,/cbs/fd/booking,200,873,YESB,IDM9564246914,
REQ123514674022,2026-01-24 05:02:16.000,USR000767,POST,/cbs/penny-drop,200,1420,YESB,IDM6234481282,
REQ462320502646,2026-01-24 05:48:37.000,USR000767,POST,/cbs/aml/screen,200,686,YESB,IDM5882012829,
REQ724485725023,2026-01-24 05:15:02.000,USR000767,POST,/cbs/penny-drop,500,713,YESB,IDM4966930842,ACCT_NOT_FOUND
REQ225861814829,2026-01-24 06:17:28.000,USR000767,POST,/cbs/aml/screen,200,796,YESB,IDM4133492529,
REQ576952219829,2026-01-24 06:18:26.000,USR000767,POST,/cbs/penny-drop,200,1060,YESB,IDM6678754774,
REQ777124684682,2025-12-22 19:07:40.000,USR000119,POST,/cbs/fd/booking,200,873,AXIS,IDM7131258088,
REQ588991806928,2025-12-22 20:58:35.000,USR000119,POST,/cbs/account/balance,401,107,AXIS,IDM4748730661,AML_FLAG
REQ708861468996,2025-12-22 20:45:32.000,USR000119,POST,/cbs/customer/lookup,200,151,AXIS,IDM1054474615,
REQ138110312242,2025-12-22 19:20:53.000,USR000119,POST,/cbs/kyc/ckyc-fetch,200,293,AXIS,IDM4923386725,
REQ451327653122,2025-12-22 20:03:27.000,USR000119,POST,/cbs/account/balance,200,175,AXIS,IDM1797252596,
