user_id,invited,session_started,session_completed,rejected,drop_reason,queue_wait_seconds,session_duration_seconds,agent_id,language_used,device_os,attempt_no,ts
USR000713,True,True,False,True,POOR_LIGHTING,230,616,AG464,hi,iOS,1,2025-04-30 14:00:00
USR000402,True,False,False,False,BANDWIDTH_LOW,0,0,,gu,Web-Desktop,1,2026-02-21 00:00:00
USR000911,True,True,False,False,AGENT_BUSY_QUEUE,164,235,AG697,hi,Android,1,2026-03-14 20:00:00
USR000950,True,True,False,False,USER_DROPPED,15,306,AG890,en,iOS,1,2025-08-31 23:00:00
USR000156,True,True,True,False,,102,488,AG151,en,Android,1,2025-12-09 16:00:00
USR000045,True,True,True,False,,357,248,AG123,en,Web-Desktop,1,2025-08-10 01:00:00
USR000394,True,True,False,False,USER_DROPPED,31,640,AG145,kn,iOS,1,2025-09-04 07:00:00
USR000863,True,True,True,False,,201,325,AG404,hi,iOS,1,2025-11-24 14:00:00
USR000912,True,True,True,False,,222,161,AG383,en,Android,1,2026-01-14 16:00:00
USR000716,True,True,True,False,,383,709,AG237,hi,Android,1,2026-01-11 18:00:00
USR000988,True,True,True,False,,205,131,AG287,kn,Web-Desktop,1,2025-10-06 19:00:00
USR000872,True,True,False,False,APP_CRASHED,234,682,AG299,ta,Android,2,2025-04-12 15:00:00
USR000275,True,True,False,False,APP_CRASHED,24,658,AG956,hi,Android,2,2025-03-21 14:00:00
USR000782,True,True,True,False,,213,403,AG810,ml,iOS,1,2025-08-03 15:00:00
USR000607,True,False,False,False,BANDWIDTH_LOW,0,0,,en,Android,1,2025-12-05 10:00:00
USR000680,True,True,True,False,,97,374,AG634,hi,iOS,1,2025-09-09 03:00:00
USR000531,True,False,False,False,NEVER_OPENED_LINK,0,0,,en,Android,1,2025-06-25 19:00:00
USR000559,True,True,False,True,POOR_LIGHTING,307,261,AG761,en,iOS,1,2025-08-29 16:00:00
USR000582,True,True,True,False,,381,335,AG711,en,iOS,1,2025-12-15 01:00:00
USR000256,True,True,False,True,LANGUAGE_BARRIER,103,281,AG586,hi,iOS,1,2026-05-07 02:00:00
USR000947,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,hi,Web-Desktop,2,2025-08-16 02:00:00
USR000300,True,False,False,False,BANDWIDTH_LOW,0,0,,ml,iOS,1,2025-12-18 05:00:00
USR000129,True,True,True,False,,418,326,AG838,hi,iOS,1,2025-07-08 17:00:00
USR000965,True,True,True,False,,90,141,AG995,ml,Android,1,2025-03-02 17:00:00
USR000951,True,True,False,False,APP_CRASHED,186,344,AG178,hi,iOS,1,2025-07-05 00:00:00
USR000117,True,False,False,False,BANDWIDTH_LOW,0,0,,hi,Android,1,2025-02-07 16:00:00
USR000792,True,True,True,False,,335,265,AG182,te,Android,1,2025-06-28 19:00:00
USR000122,True,True,False,False,USER_DROPPED,20,597,AG789,kn,Android,1,2025-02-24 21:00:00
USR000329,True,True,True,False,,386,352,AG128,te,Android,1,2025-08-23 02:00:00
USR000810,True,True,False,False,USER_DROPPED,277,315,AG489,en,Web-Desktop,2,2025-05-16 12:00:00
USR000869,True,True,True,False,,381,526,AG938,ml,Android,1,2025-01-22 00:00:00
USR000854,True,True,False,False,AGENT_BUSY_QUEUE,23,612,AG923,te,Web-Desktop,3,2025-03-13 20:00:00
USR000127,True,True,False,False,USER_DROPPED,191,372,AG840,en,Android,2,2026-04-20 12:00:00
USR000866,True,True,True,False,,279,230,AG128,en,Android,1,2026-03-20 01:00:00
USR000762,True,True,False,False,USER_DROPPED,154,358,AG278,ta,iOS,1,2025-01-17 21:00:00
USR000667,True,True,True,False,,386,455,AG360,ta,Android,1,2025-10-30 07:00:00
USR000301,True,True,True,False,,205,648,AG580,en,Web-Mobile,1,2025-01-17 06:00:00
USR000914,True,True,False,False,USER_DROPPED,317,658,AG592,en,iOS,1,2025-07-01 07:00:00
USR000375,True,True,False,False,USER_DROPPED,395,329,AG475,hi,Android,1,2026-02-28 19:00:00
USR000650,True,True,True,False,,79,336,AG185,hi,Android,1,2026-05-03 20:00:00
USR000686,True,True,True,False,,81,367,AG776,gu,Android,1,2025-07-01 17:00:00
USR000858,True,True,False,False,APP_CRASHED,69,555,AG290,kn,Android,1,2025-09-23 06:00:00
USR000491,True,True,True,False,,183,597,AG300,ta,iOS,1,2025-02-03 02:00:00
USR000952,True,True,True,False,,73,515,AG119,en,Android,2,2025-11-10 08:00:00
USR000800,True,True,True,False,,185,214,AG881,bn,Android,1,2025-04-10 06:00:00
USR000368,True,False,False,False,BANDWIDTH_LOW,0,0,,en,Android,1,2025-09-23 04:00:00
USR000584,True,True,True,False,,301,230,AG683,hi,Web-Mobile,1,2026-02-14 12:00:00
USR000186,True,True,True,False,,401,368,AG248,hi,Android,2,2025-10-09 00:00:00
USR000369,True,True,False,True,PAN_BLUR,194,514,AG407,en,Android,1,2026-01-04 11:00:00
USR000255,True,True,False,True,OTP_FAIL,96,361,AG677,en,Android,1,2025-06-08 15:00:00
USR000973,True,True,False,True,CONSENT_NOT_GIVEN,104,567,AG203,en,Android,1,2025-01-18 14:00:00
USR000273,True,True,False,True,FACE_MISMATCH,281,719,AG387,ta,Android,1,2025-11-08 20:00:00
USR000770,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,hi,Android,1,2025-07-04 06:00:00
USR000325,True,True,False,False,AGENT_BUSY_QUEUE,127,284,AG308,ta,Android,1,2025-08-16 21:00:00
USR000948,True,True,False,False,APP_CRASHED,132,425,AG848,en,Android,3,2026-02-25 23:00:00
USR000456,True,True,True,False,,335,231,AG836,en,iOS,1,2025-07-29 18:00:00
USR000675,True,False,False,False,NEVER_OPENED_LINK,0,0,,ta,Android,1,2026-02-17 09:00:00
USR000585,True,True,False,True,PAN_BLUR,112,210,AG685,hi,Android,1,2026-04-04 08:00:00
USR000332,True,True,True,False,,15,365,AG426,bn,Android,2,2026-01-30 09:00:00
USR000484,True,True,True,False,,198,432,AG956,en,Android,1,2025-11-25 03:00:00
USR000399,True,False,False,False,NEVER_OPENED_LINK,0,0,,en,Android,2,2025-01-25 12:00:00
USR000178,True,True,False,False,USER_DROPPED,419,151,AG150,bn,Web-Mobile,1,2025-07-16 06:00:00
USR000308,True,True,True,False,,262,691,AG343,en,Android,1,2025-06-09 00:00:00
USR000871,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,ta,Web-Mobile,1,2025-07-05 14:00:00
USR000182,True,True,False,True,LANGUAGE_BARRIER,351,689,AG519,en,iOS,2,2025-10-12 02:00:00
USR000730,True,True,True,False,,49,636,AG956,en,Web-Desktop,1,2026-04-30 06:00:00
USR000557,True,True,False,False,AGENT_BUSY_QUEUE,87,389,AG548,bn,Android,1,2026-01-29 03:00:00
USR000996,True,True,True,False,,31,253,AG753,en,Web-Desktop,1,2025-07-04 16:00:00
USR000432,True,True,True,False,,159,276,AG194,en,Web-Desktop,1,2026-04-24 18:00:00
USR000891,True,True,False,False,APP_CRASHED,160,175,AG268,hi,Android,2,2025-05-13 23:00:00
USR000795,True,False,False,False,BANDWIDTH_LOW,0,0,,mr,Web-Desktop,1,2026-03-17 18:00:00
USR000469,True,True,True,False,,367,689,AG665,ta,Android,1,2026-04-19 03:00:00
USR000761,True,True,True,False,,361,183,AG835,kn,Android,1,2025-09-19 13:00:00
USR000171,True,True,True,False,,43,150,AG571,en,Android,1,2025-05-23 22:00:00
USR000968,True,True,True,False,,351,236,AG109,hi,Web-Desktop,1,2026-02-27 16:00:00
USR000979,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,te,Android,1,2025-03-30 23:00:00
USR000877,True,False,False,False,BANDWIDTH_LOW,0,0,,ta,Android,1,2025-01-03 12:00:00
USR000771,True,False,False,False,BANDWIDTH_LOW,0,0,,en,Android,2,2026-04-03 09:00:00
USR000687,True,True,True,False,,395,525,AG196,ta,Android,1,2025-06-07 12:00:00
USR000664,True,True,True,False,,217,389,AG565,mr,Android,1,2026-02-09 10:00:00
USR000727,True,True,True,False,,361,657,AG366,en,iOS,1,2025-03-20 02:00:00
USR000167,True,True,False,False,USER_DROPPED,344,444,AG378,hi,Android,1,2025-07-02 10:00:00
USR000949,True,False,False,False,BANDWIDTH_LOW,0,0,,en,Android,1,2026-01-10 19:00:00
USR000136,True,True,True,False,,177,127,AG309,en,Web-Desktop,2,2026-04-26 08:00:00
USR000757,True,True,False,False,AGENT_BUSY_QUEUE,222,212,AG436,en,iOS,1,2025-10-09 21:00:00
USR000323,True,True,True,False,,139,233,AG763,bn,iOS,1,2025-10-18 19:00:00
USR000653,True,True,False,False,AGENT_BUSY_QUEUE,415,676,AG656,en,Android,1,2026-04-27 21:00:00
USR000807,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,hi,Android,1,2026-03-07 07:00:00
USR000868,True,True,True,False,,297,423,AG419,hi,Android,1,2025-03-14 02:00:00
USR000154,True,True,True,False,,93,695,AG374,en,iOS,1,2025-06-22 16:00:00
USR000864,True,True,True,False,,154,355,AG223,hi,Web-Desktop,1,2025-12-14 11:00:00
USR000780,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,gu,Android,1,2025-04-23 09:00:00
USR000083,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,ta,Android,1,2025-08-11 21:00:00
USR000443,True,False,False,False,BANDWIDTH_LOW,0,0,,hi,iOS,1,2025-04-04 02:00:00
USR000459,True,False,False,False,NEVER_OPENED_LINK,0,0,,gu,Android,1,2026-04-11 18:00:00
USR000958,True,False,False,False,NEVER_OPENED_LINK,0,0,,hi,Web-Desktop,2,2025-08-29 19:00:00
USR000054,True,True,False,True,POOR_LIGHTING,347,208,AG312,en,Web-Desktop,1,2025-06-18 05:00:00
USR000563,True,True,True,False,,239,565,AG841,en,Android,2,2026-05-10 22:00:00
USR000236,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,ta,Web-Mobile,1,2025-12-11 12:00:00
USR000980,True,True,True,False,,151,493,AG269,ta,Android,2,2026-04-10 13:00:00
USR000529,True,True,True,False,,260,660,AG801,mr,Web-Desktop,1,2025-07-21 01:00:00
USR000703,True,True,False,True,FACE_MISMATCH,374,607,AG840,bn,Android,1,2025-09-20 18:00:00
USR000307,True,True,True,False,,134,129,AG618,hi,Android,3,2025-03-31 21:00:00
USR000859,True,True,True,False,,282,240,AG464,bn,Android,1,2026-02-25 23:00:00
USR000091,True,True,True,False,,234,649,AG591,en,Android,1,2025-11-19 03:00:00
USR000021,True,True,True,False,,33,469,AG718,mr,Android,1,2026-01-03 12:00:00
USR000896,True,True,True,False,,268,261,AG612,hi,Android,1,2025-12-12 18:00:00
USR000418,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,ta,iOS,1,2025-09-01 00:00:00
USR000176,True,False,False,False,DEVICE_NOT_SUPPORTED,0,0,,gu,Web-Desktop,1,2025-06-17 13:00:00
USR000679,True,True,True,False,,333,689,AG439,en,iOS,3,2026-04-11 05:00:00
USR000417,True,True,True,False,,294,131,AG218,hi,Web-Desktop,1,2026-01-04 13:00:00
USR000691,True,False,False,False,BANDWIDTH_LOW,0,0,,bn,Web-Desktop,1,2026-02-20 21:00:00
USR000829,True,True,False,False,USER_DROPPED,413,653,AG477,mr,iOS,1,2025-11-14 18:00:00
USR000289,True,True,True,False,,185,569,AG778,en,Web-Desktop,1,2025-03-28 21:00:00
USR000013,True,True,True,False,,407,598,AG254,en,Web-Desktop,2,2026-05-06 03:00:00
USR000426,True,True,False,True,PAN_BLUR,141,478,AG411,bn,Android,2,2025-10-18 03:00:00
USR000831,True,True,True,False,,234,646,AG983,en,iOS,1,2025-10-04 23:00:00
USR000264,True,True,False,False,APP_CRASHED,296,290,AG151,ta,iOS,1,2025-04-06 18:00:00
USR000140,True,True,False,True,POOR_LIGHTING,285,227,AG392,hi,Web-Mobile,2,2026-05-01 09:00:00
