event_id,user_id,step,surface,device,language,ts,session_id,utm_source,page_load_ms,error_code
EVT00000743,USR000160,vkyc_session,web,Android,hi,2026-01-14 18:33:00,SES103716,Google Ads,,
EVT00000744,USR000160,vkyc_complete,web,Android,hi,2026-01-14 19:14:00,SES569247,Google Ads,,USER_ABANDONED
EVT00000745,USR000161,landing,web,Android,en,2026-03-04 17:55:00,SES474007,Meta Ads,2311,
EVT00000746,USR000161,rate_check,web,Android,en,2026-03-04 19:20:00,SES156051,Meta Ads,,
EVT00000747,USR000161,register,web,Android,en,2026-03-04 21:42:00,SES133412,Meta Ads,,
EVT00000748,USR000161,otp_verify,web,Android,en,2026-03-04 21:51:00,SES609227,Meta Ads,,
EVT00000749,USR000161,kyc_pan,web,Android,en,2026-03-05 00:41:00,SES233036,Meta Ads,,USER_ABANDONED
EVT00000750,USR000164,landing,web,Web-Desktop,gu,2026-02-15 03:47:00,SES105416,Google Ads,488,
EVT00000751,USR000164,rate_check,web,Web-Desktop,gu,2026-02-15 04:08:00,SES766411,Google Ads,,
EVT00000752,USR000164,register,web,Web-Desktop,gu,2026-02-15 05:05:00,SES287143,Google Ads,,USER_ABANDONED
EVT00000753,USR000165,landing,web,Android,ta,2026-02-01 00:12:00,SES162301,Email,2196,
EVT00000754,USR000165,rate_check,web,Android,ta,2026-02-01 01:51:00,SES495889,Email,,
EVT00000755,USR000165,register,web,Android,ta,2026-02-01 03:00:00,SES321034,Email,,
EVT00000756,USR000165,otp_verify,web,Android,ta,2026-02-01 05:21:00,SES496140,Email,,USER_ABANDONED
EVT00000757,USR000169,landing,web,iOS,hi,2026-02-26 13:57:00,SES163914,Influencer-YT,3189,
EVT00000758,USR000169,rate_check,web,iOS,hi,2026-02-26 15:38:00,SES384608,Influencer-YT,,
EVT00000759,USR000169,register,web,iOS,hi,2026-02-26 18:32:00,SES549379,Influencer-YT,,
EVT00000760,USR000169,otp_verify,web,iOS,hi,2026-02-26 20:51:00,SES760387,Influencer-YT,,
EVT00000761,USR000169,kyc_pan,web,iOS,hi,2026-02-26 22:25:00,SES571713,Influencer-YT,,
EVT00000762,USR000169,kyc_address,web,iOS,hi,2026-02-26 23:23:00,SES944686,Influencer-YT,,
EVT00000763,USR000169,vkyc_invite,web,iOS,hi,2026-02-27 01:06:00,SES758958,Influencer-YT,,
EVT00000764,USR000169,vkyc_session,web,iOS,hi,2026-02-27 02:28:00,SES763990,Influencer-YT,,
EVT00000765,USR000169,vkyc_complete,web,iOS,hi,2026-02-27 03:40:00,SES905528,Influencer-YT,,
EVT00000766,USR000169,bank_link,web,iOS,hi,2026-02-27 06:15:00,SES187154,Influencer-YT,,
EVT00000767,USR000169,fd_amount_select,web,iOS,hi,2026-02-27 06:21:00,SES958091,Influencer-YT,,
EVT00000768,USR000169,fd_tenure_select,web,iOS,hi,2026-02-27 09:00:00,SES850915,Influencer-YT,,
EVT00000769,USR000169,fd_review,web,iOS,hi,2026-02-27 11:41:00,SES328007,Influencer-YT,,
EVT00000770,USR000169,fd_book_success,web,iOS,hi,2026-02-27 13:45:00,SES654962,Influencer-YT,,
EVT00000771,USR000170,landing,web,Android,en,2025-05-15 04:21:00,SES270115,Influencer-IG,1069,
EVT00000772,USR000170,rate_check,web,Android,en,2025-05-15 06:39:00,SES104675,Influencer-IG,,DOC_REJECTED
EVT00000773,USR000171,landing,web,Android,en,2025-05-23 19:36:00,SES458087,Meta Ads,510,
EVT00000774,USR000171,rate_check,web,Android,en,2025-05-23 20:13:00,SES960036,Meta Ads,,
EVT00000775,USR000171,register,web,Android,en,2025-05-23 21:05:00,SES155257,Meta Ads,,
EVT00000776,USR000171,otp_verify,web,Android,en,2025-05-23 22:35:00,SES631583,Meta Ads,,
EVT00000777,USR000171,kyc_pan,web,Android,en,2025-05-24 00:37:00,SES940441,Meta Ads,,
EVT00000778,USR000171,kyc_address,web,Android,en,2025-05-24 02:17:00,SES336060,Meta Ads,,
EVT00000779,USR000171,vkyc_invite,web,Android,en,2025-05-24 02:25:00,SES670512,Meta Ads,,
EVT00000780,USR000171,vkyc_session,web,Android,en,2025-05-24 02:39:00,SES920793,Meta Ads,,
EVT00000781,USR000171,vkyc_complete,web,Android,en,2025-05-24 03:46:00,SES680271,Meta Ads,,
EVT00000782,USR000171,bank_link,web,Android,en,2025-05-24 06:30:00,SES768714,Meta Ads,,USER_ABANDONED
EVT00000783,USR000172,landing,web,Android,en,2026-03-19 18:50:00,SES828382,Influencer-YT,503,
EVT00000784,USR000172,rate_check,web,Android,en,2026-03-19 20:25:00,SES626508,Influencer-YT,,VALIDATION_FAIL
EVT00000785,USR000173,landing,web,Web-Desktop,en,2025-12-18 14:49:00,SES575923,Meta Ads,1882,
EVT00000786,USR000173,rate_check,web,Web-Desktop,en,2025-12-18 15:49:00,SES485301,Meta Ads,,VALIDATION_FAIL
EVT00000787,USR000174,landing,web,Android,hi,2026-01-04 01:26:00,SES300729,WhatsApp,2784,
EVT00000788,USR000174,rate_check,web,Android,hi,2026-01-04 02:14:00,SES459443,WhatsApp,,TIMEOUT
EVT00000789,USR000175,landing,web,Web-Mobile,mr,2026-04-28 01:09:00,SES335461,Referral,3150,
EVT00000790,USR000175,rate_check,web,Web-Mobile,mr,2026-04-28 04:01:00,SES782427,Referral,,TIMEOUT
EVT00000791,USR000176,landing,web,Web-Desktop,gu,2025-06-13 05:20:00,SES836119,Direct,554,
EVT00000792,USR000176,rate_check,web,Web-Desktop,gu,2025-06-13 08:05:00,SES738206,Direct,,
EVT00000793,USR000176,register,web,Web-Desktop,gu,2025-06-13 09:34:00,SES820055,Direct,,
EVT00000794,USR000176,otp_verify,web,Web-Desktop,gu,2025-06-13 10:33:00,SES341281,Direct,,
EVT00000795,USR000176,kyc_pan,web,Web-Desktop,gu,2025-06-13 12:43:00,SES911139,Direct,,
EVT00000796,USR000176,kyc_address,web,Web-Desktop,gu,2025-06-13 14:24:00,SES231811,Direct,,
EVT00000797,USR000176,vkyc_invite,web,Web-Desktop,gu,2025-06-13 17:19:00,SES955972,Direct,,
EVT00000798,USR000176,vkyc_session,web,Web-Desktop,gu,2025-06-13 17:24:00,SES555510,Direct,,VKYC_AGENT_BUSY
EVT00000799,USR000177,landing,web,Android,en,2025-10-22 20:15:00,SES468426,Organic search,523,
EVT00000800,USR000177,rate_check,web,Android,en,2025-10-22 21:11:00,SES375836,Organic search,,
EVT00000801,USR000177,register,web,Android,en,2025-10-22 22:22:00,SES955297,Organic search,,
EVT00000802,USR000177,otp_verify,web,Android,en,2025-10-23 00:07:00,SES361807,Organic search,,
EVT00000803,USR000177,kyc_pan,web,Android,en,2025-10-23 02:23:00,SES164211,Organic search,,
EVT00000804,USR000177,kyc_address,web,Android,en,2025-10-23 04:37:00,SES623002,Organic search,,
EVT00000805,USR000177,vkyc_invite,web,Android,en,2025-10-23 07:19:00,SES893995,Organic search,,
EVT00000806,USR000177,vkyc_session,web,Android,en,2025-10-23 08:23:00,SES398188,Organic search,,
EVT00000807,USR000177,vkyc_complete,web,Android,en,2025-10-23 09:39:00,SES835347,Organic search,,
EVT00000808,USR000177,bank_link,web,Android,en,2025-10-23 11:28:00,SES586292,Organic search,,
EVT00000809,USR000177,fd_amount_select,web,Android,en,2025-10-23 11:53:00,SES939634,Organic search,,
EVT00000810,USR000177,fd_tenure_select,web,Android,en,2025-10-23 13:08:00,SES353140,Organic search,,USER_ABANDONED
EVT00000811,USR000178,landing,web,Web-Mobile,bn,2025-07-17 00:36:00,SES559358,Email,2132,
EVT00000812,USR000178,rate_check,web,Web-Mobile,bn,2025-07-17 01:34:00,SES207036,Email,,
EVT00000813,USR000178,register,web,Web-Mobile,bn,2025-07-17 02:22:00,SES454019,Email,,
EVT00000814,USR000178,otp_verify,web,Web-Mobile,bn,2025-07-17 02:56:00,SES802969,Email,,
EVT00000815,USR000178,kyc_pan,web,Web-Mobile,bn,2025-07-17 05:20:00,SES587550,Email,,
EVT00000816,USR000178,kyc_address,web,Web-Mobile,bn,2025-07-17 07:04:00,SES333770,Email,,
EVT00000817,USR000178,vkyc_invite,web,Web-Mobile,bn,2025-07-17 08:10:00,SES936197,Email,,TIMEOUT
EVT00000818,USR000179,landing,web,iOS,mr,2026-01-02 09:07:00,SES590326,Influencer-YT,1922,
EVT00000819,USR000179,rate_check,web,iOS,mr,2026-01-02 09:54:00,SES991059,Influencer-YT,,
EVT00000820,USR000179,register,web,iOS,mr,2026-01-02 11:12:00,SES520411,Influencer-YT,,
EVT00000821,USR000179,otp_verify,web,iOS,mr,2026-01-02 12:55:00,SES641111,Influencer-YT,,
EVT00000822,USR000179,kyc_pan,web,iOS,mr,2026-01-02 13:25:00,SES532247,Influencer-YT,,
EVT00000823,USR000179,kyc_address,web,iOS,mr,2026-01-02 13:43:00,SES599818,Influencer-YT,,
EVT00000824,USR000179,vkyc_invite,web,iOS,mr,2026-01-02 15:42:00,SES209379,Influencer-YT,,
EVT00000825,USR000179,vkyc_session,web,iOS,mr,2026-01-02 18:39:00,SES788967,Influencer-YT,,RATE_NOT_COMPETITIVE
EVT00000826,USR000180,landing,web,Android,mr,2026-01-07 17:02:00,SES756006,Influencer-IG,274,
EVT00000827,USR000180,rate_check,web,Android,mr,2026-01-07 18:55:00,SES372437,Influencer-IG,,
EVT00000828,USR000180,register,web,Android,mr,2026-01-07 21:10:00,SES145656,Influencer-IG,,
EVT00000829,USR000180,otp_verify,web,Android,mr,2026-01-07 22:58:00,SES427578,Influencer-IG,,
EVT00000830,USR000180,kyc_pan,web,Android,mr,2026-01-08 01:11:00,SES412598,Influencer-IG,,
EVT00000831,USR000180,kyc_address,web,Android,mr,2026-01-08 03:31:00,SES798865,Influencer-IG,,
EVT00000832,USR000180,vkyc_invite,web,Android,mr,2026-01-08 04:17:00,SES578294,Influencer-IG,,
EVT00000833,USR000180,vkyc_session,web,Android,mr,2026-01-08 06:24:00,SES661800,Influencer-IG,,
EVT00000834,USR000180,vkyc_complete,web,Android,mr,2026-01-08 07:15:00,SES467156,Influencer-IG,,
EVT00000835,USR000180,bank_link,web,Android,mr,2026-01-08 09:34:00,SES285032,Influencer-IG,,
EVT00000836,USR000180,fd_amount_select,web,Android,mr,2026-01-08 10:07:00,SES368562,Influencer-IG,,
EVT00000837,USR000180,fd_tenure_select,web,Android,mr,2026-01-08 11:21:00,SES966238,Influencer-IG,,
EVT00000838,USR000180,fd_review,web,Android,mr,2026-01-08 13:40:00,SES662824,Influencer-IG,,
EVT00000839,USR000180,fd_book_success,web,Android,mr,2026-01-08 13:44:00,SES795582,Influencer-IG,,
EVT00000840,USR000181,landing,web,iOS,ml,2025-08-14 11:57:00,SES695772,Meta Ads,2805,
EVT00000841,USR000181,rate_check,web,iOS,ml,2025-08-14 12:18:00,SES759927,Meta Ads,,RATE_NOT_COMPETITIVE
EVT00000842,USR000182,landing,web,iOS,en,2025-10-11 18:58:00,SES597891,Direct,480,
EVT00000843,USR000182,rate_check,web,iOS,en,2025-10-11 20:52:00,SES613632,Direct,,
EVT00000844,USR000182,register,web,iOS,en,2025-10-11 22:15:00,SES503886,Direct,,
EVT00000845,USR000182,otp_verify,web,iOS,en,2025-10-11 23:42:00,SES304090,Direct,,
EVT00000846,USR000182,kyc_pan,web,iOS,en,2025-10-12 02:17:00,SES104713,Direct,,
EVT00000847,USR000182,kyc_address,web,iOS,en,2025-10-12 02:42:00,SES814236,Direct,,
EVT00000848,USR000182,vkyc_invite,web,iOS,en,2025-10-12 03:52:00,SES611131,Direct,,
EVT00000849,USR000182,vkyc_session,web,iOS,en,2025-10-12 04:57:00,SES114689,Direct,,
EVT00000850,USR000182,vkyc_complete,web,iOS,en,2025-10-12 04:58:00,SES788933,Direct,,
EVT00000851,USR000182,bank_link,web,iOS,en,2025-10-12 07:16:00,SES724008,Direct,,
EVT00000852,USR000182,fd_amount_select,web,iOS,en,2025-10-12 07:59:00,SES693677,Direct,,
EVT00000853,USR000182,fd_tenure_select,web,iOS,en,2025-10-12 09:43:00,SES374123,Direct,,
EVT00000854,USR000182,fd_review,web,iOS,en,2025-10-12 12:18:00,SES747725,Direct,,
EVT00000855,USR000182,fd_book_success,web,iOS,en,2025-10-12 13:42:00,SES682849,Direct,,
EVT00000856,USR000183,landing,web,Web-Mobile,hi,2025-09-10 21:58:00,SES692492,Direct,1183,
EVT00000857,USR000183,rate_check,web,Web-Mobile,hi,2025-09-10 23:03:00,SES437591,Direct,,TIMEOUT
EVT00000858,USR000184,landing,web,Android,kn,2025-03-28 18:23:00,SES574654,Organic search,710,
EVT00000859,USR000184,rate_check,web,Android,kn,2025-03-28 19:07:00,SES349563,Organic search,,
EVT00000860,USR000184,register,web,Android,kn,2025-03-28 20:46:00,SES435803,Organic search,,
EVT00000861,USR000184,otp_verify,web,Android,kn,2025-03-28 22:32:00,SES145873,Organic search,,
EVT00000862,USR000184,kyc_pan,web,Android,kn,2025-03-29 00:54:00,SES108545,Organic search,,
EVT00000863,USR000184,kyc_address,web,Android,kn,2025-03-29 03:14:00,SES126974,Organic search,,
EVT00000864,USR000184,vkyc_invite,web,Android,kn,2025-03-29 03:45:00,SES651216,Organic search,,
EVT00000865,USR000184,vkyc_session,web,Android,kn,2025-03-29 05:56:00,SES114164,Organic search,,USER_ABANDONED
EVT00000866,USR000185,landing,web,Web-Mobile,hi,2025-08-15 21:43:00,SES315029,Referral,3078,
EVT00000867,USR000185,rate_check,web,Web-Mobile,hi,2025-08-15 23:20:00,SES778992,Referral,,
EVT00000868,USR000185,register,web,Web-Mobile,hi,2025-08-15 23:49:00,SES484070,Referral,,
EVT00000869,USR000185,otp_verify,web,Web-Mobile,hi,2025-08-16 01:19:00,SES992569,Referral,,
EVT00000870,USR000185,kyc_pan,web,Web-Mobile,hi,2025-08-16 01:37:00,SES706534,Referral,,
EVT00000871,USR000185,kyc_address,web,Web-Mobile,hi,2025-08-16 01:53:00,SES566973,Referral,,USER_ABANDONED
EVT00000872,USR000187,landing,web,Android,bn,2026-02-07 06:02:00,SES476917,Influencer-IG,1667,
EVT00000873,USR000187,rate_check,web,Android,bn,2026-02-07 08:12:00,SES465363,Influencer-IG,,
EVT00000874,USR000187,register,web,Android,bn,2026-02-07 08:51:00,SES640498,Influencer-IG,,
EVT00000875,USR000187,otp_verify,web,Android,bn,2026-02-07 09:59:00,SES519432,Influencer-IG,,
EVT00000876,USR000187,kyc_pan,web,Android,bn,2026-02-07 12:45:00,SES640687,Influencer-IG,,
EVT00000877,USR000187,kyc_address,web,Android,bn,2026-02-07 13:10:00,SES555790,Influencer-IG,,
EVT00000878,USR000187,vkyc_invite,web,Android,bn,2026-02-07 15:44:00,SES128043,Influencer-IG,,
EVT00000879,USR000187,vkyc_session,web,Android,bn,2026-02-07 18:07:00,SES611966,Influencer-IG,,
EVT00000880,USR000187,vkyc_complete,web,Android,bn,2026-02-07 18:12:00,SES832116,Influencer-IG,,
EVT00000881,USR000187,bank_link,web,Android,bn,2026-02-07 20:43:00,SES529267,Influencer-IG,,
EVT00000882,USR000187,fd_amount_select,web,Android,bn,2026-02-07 23:13:00,SES730667,Influencer-IG,,
EVT00000883,USR000187,fd_tenure_select,web,Android,bn,2026-02-07 23:28:00,SES927843,Influencer-IG,,
EVT00000884,USR000187,fd_review,web,Android,bn,2026-02-08 02:05:00,SES412115,Influencer-IG,,
EVT00000885,USR000187,fd_book_success,web,Android,bn,2026-02-08 04:05:00,SES693810,Influencer-IG,,
EVT00000886,USR000189,landing,web,Web-Desktop,hi,2026-03-03 03:32:00,SES579022,WhatsApp,3465,USER_ABANDONED
EVT00000887,USR000191,landing,web,Android,kn,2026-04-30 23:09:00,SES544960,Referral,2636,
EVT00000888,USR000191,rate_check,web,Android,kn,2026-04-30 23:10:00,SES208990,Referral,,
EVT00000889,USR000191,register,web,Android,kn,2026-05-01 01:58:00,SES689431,Referral,,
EVT00000890,USR000191,otp_verify,web,Android,kn,2026-05-01 02:53:00,SES498647,Referral,,
EVT00000891,USR000191,kyc_pan,web,Android,kn,2026-05-01 04:03:00,SES837902,Referral,,
EVT00000892,USR000191,kyc_address,web,Android,kn,2026-05-01 06:42:00,SES776878,Referral,,
EVT00000893,USR000191,vkyc_invite,web,Android,kn,2026-05-01 07:56:00,SES922840,Referral,,
EVT00000894,USR000191,vkyc_session,web,Android,kn,2026-05-01 08:06:00,SES104895,Referral,,VALIDATION_FAIL
EVT00000895,USR000192,landing,web,Web-Mobile,en,2025-11-15 04:26:00,SES560816,WhatsApp,720,
EVT00000896,USR000192,rate_check,web,Web-Mobile,en,2025-11-15 07:01:00,SES131053,WhatsApp,,
EVT00000897,USR000192,register,web,Web-Mobile,en,2025-11-15 07:26:00,SES922506,WhatsApp,,
EVT00000898,USR000192,otp_verify,web,Web-Mobile,en,2025-11-15 07:36:00,SES850902,WhatsApp,,
EVT00000899,USR000192,kyc_pan,web,Web-Mobile,en,2025-11-15 09:23:00,SES361982,WhatsApp,,
EVT00000900,USR000192,kyc_address,web,Web-Mobile,en,2025-11-15 11:21:00,SES422326,WhatsApp,,
EVT00000901,USR000192,vkyc_invite,web,Web-Mobile,en,2025-11-15 14:14:00,SES184412,WhatsApp,,
EVT00000902,USR000192,vkyc_session,web,Web-Mobile,en,2025-11-15 15:22:00,SES912529,WhatsApp,,VKYC_AGENT_BUSY
EVT00000903,USR000193,landing,web,Android,hi,2025-12-23 14:37:00,SES460943,Referral,2020,
EVT00000904,USR000193,rate_check,web,Android,hi,2025-12-23 16:09:00,SES463903,Referral,,RATE_NOT_COMPETITIVE
EVT00000905,USR000195,landing,web,Android,en,2025-12-16 20:35:00,SES713380,Direct,1267,
EVT00000906,USR000195,rate_check,web,Android,en,2025-12-16 22:46:00,SES400056,Direct,,
EVT00000907,USR000196,landing,web,Web-Mobile,hi,2026-02-04 04:46:00,SES226485,Influencer-YT,990,
EVT00000908,USR000196,rate_check,web,Web-Mobile,hi,2026-02-04 06:39:00,SES997062,Influencer-YT,,
EVT00000909,USR000196,register,web,Web-Mobile,hi,2026-02-04 09:27:00,SES746804,Influencer-YT,,
EVT00000910,USR000196,otp_verify,web,Web-Mobile,hi,2026-02-04 11:52:00,SES392981,Influencer-YT,,
EVT00000911,USR000196,kyc_pan,web,Web-Mobile,hi,2026-02-04 14:20:00,SES649968,Influencer-YT,,
EVT00000912,USR000196,kyc_address,web,Web-Mobile,hi,2026-02-04 17:11:00,SES300228,Influencer-YT,,
EVT00000913,USR000196,vkyc_invite,web,Web-Mobile,hi,2026-02-04 19:57:00,SES259131,Influencer-YT,,
EVT00000914,USR000196,vkyc_session,web,Web-Mobile,hi,2026-02-04 22:35:00,SES800169,Influencer-YT,,
EVT00000915,USR000196,vkyc_complete,web,Web-Mobile,hi,2026-02-05 00:34:00,SES853717,Influencer-YT,,USER_ABANDONED
EVT00000916,USR000197,landing,web,iOS,te,2025-02-25 00:28:00,SES848503,Referral,3020,
EVT00000917,USR000197,rate_check,web,iOS,te,2025-02-25 03:27:00,SES921846,Referral,,
EVT00000918,USR000197,register,web,iOS,te,2025-02-25 04:17:00,SES497429,Referral,,USER_ABANDONED
EVT00000919,USR000198,landing,web,Web-Desktop,hi,2025-06-24 14:00:00,SES652016,Influencer-YT,2905,
EVT00000920,USR000198,rate_check,web,Web-Desktop,hi,2025-06-24 15:58:00,SES501708,Influencer-YT,,
EVT00000921,USR000198,register,web,Web-Desktop,hi,2025-06-24 17:19:00,SES648935,Influencer-YT,,
EVT00000922,USR000198,otp_verify,web,Web-Desktop,hi,2025-06-24 19:38:00,SES407142,Influencer-YT,,
EVT00000923,USR000198,kyc_pan,web,Web-Desktop,hi,2025-06-24 22:17:00,SES534382,Influencer-YT,,
EVT00000924,USR000198,kyc_address,web,Web-Desktop,hi,2025-06-24 22:59:00,SES860882,Influencer-YT,,USER_ABANDONED
EVT00000925,USR000199,landing,web,Android,en,2026-04-01 21:18:00,SES452332,Influencer-IG,2724,
EVT00000926,USR000199,rate_check,web,Android,en,2026-04-01 23:12:00,SES544029,Influencer-IG,,
EVT00000927,USR000199,register,web,Android,en,2026-04-02 00:48:00,SES692738,Influencer-IG,,
EVT00000928,USR000199,otp_verify,web,Android,en,2026-04-02 01:13:00,SES771490,Influencer-IG,,
EVT00000929,USR000199,kyc_pan,web,Android,en,2026-04-02 03:26:00,SES194862,Influencer-IG,,
EVT00000930,USR000199,kyc_address,web,Android,en,2026-04-02 05:33:00,SES643612,Influencer-IG,,
EVT00000931,USR000199,vkyc_invite,web,Android,en,2026-04-02 06:27:00,SES214499,Influencer-IG,,
EVT00000932,USR000199,vkyc_session,web,Android,en,2026-04-02 09:25:00,SES823294,Influencer-IG,,
EVT00000933,USR000199,vkyc_complete,web,Android,en,2026-04-02 11:54:00,SES421964,Influencer-IG,,
EVT00000934,USR000199,bank_link,web,Android,en,2026-04-02 12:55:00,SES902080,Influencer-IG,,
EVT00000935,USR000199,fd_amount_select,web,Android,en,2026-04-02 14:02:00,SES443704,Influencer-IG,,
EVT00000936,USR000199,fd_tenure_select,web,Android,en,2026-04-02 14:47:00,SES311624,Influencer-IG,,
EVT00000937,USR000199,fd_review,web,Android,en,2026-04-02 16:22:00,SES826701,Influencer-IG,,
EVT00000938,USR000199,fd_book_success,web,Android,en,2026-04-02 17:09:00,SES403012,Influencer-IG,,
EVT00000939,USR000200,landing,web,Web-Desktop,te,2025-06-17 07:40:00,SES315518,Influencer-IG,588,
EVT00000940,USR000200,rate_check,web,Web-Desktop,te,2025-06-17 10:23:00,SES134914,Influencer-IG,,VKYC_AGENT_BUSY
EVT00000941,USR000201,landing,web,Android,mr,2025-02-15 15:10:00,SES950951,Referral,880,
EVT00000942,USR000201,rate_check,web,Android,mr,2025-02-15 15:35:00,SES477473,Referral,,
EVT00000943,USR000201,register,web,Android,mr,2025-02-15 15:58:00,SES382050,Referral,,
EVT00000944,USR000201,otp_verify,web,Android,mr,2025-02-15 16:57:00,SES468054,Referral,,
EVT00000945,USR000201,kyc_pan,web,Android,mr,2025-02-15 17:22:00,SES597913,Referral,,
EVT00000946,USR000201,kyc_address,web,Android,mr,2025-02-15 18:13:00,SES801025,Referral,,
EVT00000947,USR000201,vkyc_invite,web,Android,mr,2025-02-15 20:23:00,SES483627,Referral,,VKYC_AGENT_BUSY
EVT00000948,USR000207,landing,web,Android,bn,2025-12-23 17:44:00,SES760249,Email,1770,USER_ABANDONED
EVT00000949,USR000209,landing,web,iOS,hi,2025-10-27 06:05:00,SES351900,Organic search,254,
EVT00000950,USR000209,rate_check,web,iOS,hi,2025-10-27 07:07:00,SES823727,Organic search,,
EVT00000951,USR000210,landing,web,Web-Desktop,en,2025-12-25 08:25:00,SES592130,Influencer-YT,592,
EVT00000952,USR000210,rate_check,web,Web-Desktop,en,2025-12-25 09:29:00,SES500347,Influencer-YT,,
EVT00000953,USR000210,register,web,Web-Desktop,en,2025-12-25 10:57:00,SES720479,Influencer-YT,,USER_ABANDONED
EVT00000954,USR000211,landing,web,Android,en,2025-11-09 12:18:00,SES853654,WhatsApp,782,
EVT00000955,USR000211,rate_check,web,Android,en,2025-11-09 12:58:00,SES674186,WhatsApp,,
EVT00000956,USR000211,register,web,Android,en,2025-11-09 13:33:00,SES955352,WhatsApp,,
EVT00000957,USR000211,otp_verify,web,Android,en,2025-11-09 14:14:00,SES680672,WhatsApp,,
EVT00000958,USR000211,kyc_pan,web,Android,en,2025-11-09 14:45:00,SES382663,WhatsApp,,USER_ABANDONED
EVT00000959,USR000213,landing,web,iOS,ta,2025-09-14 19:00:00,SES158432,Influencer-IG,241,USER_ABANDONED
EVT00000960,USR000214,landing,web,Android,mr,2026-04-07 17:55:00,SES651998,Influencer-YT,2652,
EVT00000961,USR000214,rate_check,web,Android,mr,2026-04-07 20:44:00,SES804725,Influencer-YT,,VKYC_AGENT_BUSY
EVT00000962,USR000215,landing,web,iOS,en,2025-07-14 18:16:00,SES771816,Referral,2580,
EVT00000963,USR000215,rate_check,web,iOS,en,2025-07-14 20:42:00,SES200540,Referral,,
EVT00000964,USR000215,register,web,iOS,en,2025-07-14 21:42:00,SES451955,Referral,,
EVT00000965,USR000215,otp_verify,web,iOS,en,2025-07-14 22:24:00,SES733514,Referral,,
EVT00000966,USR000215,kyc_pan,web,iOS,en,2025-07-15 00:02:00,SES222236,Referral,,
EVT00000967,USR000215,kyc_address,web,iOS,en,2025-07-15 02:07:00,SES530801,Referral,,
EVT00000968,USR000215,vkyc_invite,web,iOS,en,2025-07-15 03:19:00,SES872291,Referral,,
EVT00000969,USR000215,vkyc_session,web,iOS,en,2025-07-15 04:30:00,SES527712,Referral,,
EVT00000970,USR000215,vkyc_complete,web,iOS,en,2025-07-15 06:07:00,SES399763,Referral,,USER_ABANDONED
EVT00000971,USR000216,landing,web,iOS,en,2025-06-02 11:58:00,SES708196,Google Ads,1666,
EVT00000972,USR000216,rate_check,web,iOS,en,2025-06-02 12:16:00,SES388432,Google Ads,,USER_ABANDONED
EVT00000973,USR000217,landing,web,iOS,ta,2025-07-15 14:51:00,SES550176,Google Ads,946,
EVT00000974,USR000217,rate_check,web,iOS,ta,2025-07-15 16:06:00,SES436856,Google Ads,,
EVT00000975,USR000217,register,web,iOS,ta,2025-07-15 18:58:00,SES671695,Google Ads,,
EVT00000976,USR000217,otp_verify,web,iOS,ta,2025-07-15 20:54:00,SES576979,Google Ads,,
EVT00000977,USR000217,kyc_pan,web,iOS,ta,2025-07-15 21:41:00,SES824785,Google Ads,,
EVT00000978,USR000217,kyc_address,web,iOS,ta,2025-07-15 23:50:00,SES263787,Google Ads,,USER_ABANDONED
EVT00000979,USR000219,landing,web,Android,mr,2025-03-10 13:11:00,SES854024,Email,2995,
EVT00000980,USR000219,rate_check,web,Android,mr,2025-03-10 14:23:00,SES413832,Email,,VALIDATION_FAIL
EVT00000981,USR000224,landing,web,Web-Desktop,bn,2025-03-30 14:19:00,SES249773,Google Ads,1911,
EVT00000982,USR000224,rate_check,web,Web-Desktop,bn,2025-03-30 16:14:00,SES541325,Google Ads,,
EVT00000983,USR000224,register,web,Web-Desktop,bn,2025-03-30 18:24:00,SES127441,Google Ads,,
EVT00000984,USR000224,otp_verify,web,Web-Desktop,bn,2025-03-30 20:50:00,SES967596,Google Ads,,
EVT00000985,USR000224,kyc_pan,web,Web-Desktop,bn,2025-03-30 21:03:00,SES874864,Google Ads,,
EVT00000986,USR000224,kyc_address,web,Web-Desktop,bn,2025-03-30 22:46:00,SES416897,Google Ads,,
EVT00000987,USR000224,vkyc_invite,web,Web-Desktop,bn,2025-03-30 23:50:00,SES310112,Google Ads,,
EVT00000988,USR000224,vkyc_session,web,Web-Desktop,bn,2025-03-31 00:59:00,SES278808,Google Ads,,
EVT00000989,USR000224,vkyc_complete,web,Web-Desktop,bn,2025-03-31 02:23:00,SES896633,Google Ads,,
EVT00000990,USR000224,bank_link,web,Web-Desktop,bn,2025-03-31 03:03:00,SES124601,Google Ads,,
EVT00000991,USR000224,fd_amount_select,web,Web-Desktop,bn,2025-03-31 04:13:00,SES991652,Google Ads,,
EVT00000992,USR000224,fd_tenure_select,web,Web-Desktop,bn,2025-03-31 05:11:00,SES247044,Google Ads,,
EVT00000993,USR000224,fd_review,web,Web-Desktop,bn,2025-03-31 07:54:00,SES170414,Google Ads,,
EVT00000994,USR000224,fd_book_success,web,Web-Desktop,bn,2025-03-31 08:51:00,SES412865,Google Ads,,
EVT00000995,USR000225,landing,web,Web-Mobile,hi,2025-07-29 04:03:00,SES174654,Google Ads,1594,
EVT00000996,USR000225,rate_check,web,Web-Mobile,hi,2025-07-29 05:12:00,SES299296,Google Ads,,
EVT00000997,USR000225,register,web,Web-Mobile,hi,2025-07-29 05:24:00,SES738264,Google Ads,,USER_ABANDONED
