check_id,user_id,ts,amount_searched_inr,tenor_days,best_rate_shown_pa,banks_compared,booked_within_24h,time_on_page_seconds,language,device,city_tier,comparison_competitor
RC378261380,USR000185,2025-07-30 02:40:47,1000000,730,6.82,7,False,81,hi,Web-Mobile,T2,fixed.com
RC869556386,USR000832,2026-01-05 23:19:20,1000000,90,8.59,2,False,371,en,Web-Desktop,T2,jar.app
RC988911587,USR000710,2025-11-20 12:22:39,50000,1825,7.68,6,False,220,bn,iOS,T1,none
RC859866855,USR000710,2026-03-17 09:41:41,100000,365,8.09,6,False,129,bn,iOS,T1,wint
RC743871788,USR000710,2025-10-19 01:42:56,50000,730,6.59,6,True,352,bn,iOS,T1,stable_money
RC761459257,USR000800,2026-02-14 02:32:29,50000,90,7.74,7,False,100,bn,Android,T2,self_compared
RC716660331,USR000800,2025-07-14 07:58:30,50000,180,7.44,4,True,402,bn,Android,T2,self_compared
RC423818538,USR000800,2025-09-02 01:51:03,10000,365,7.72,3,False,198,bn,Android,T2,stable_money
RC593012072,USR000837,2025-08-13 08:10:48,50000,365,7.11,8,False,236,kn,Web-Mobile,T1,wint
RC377120831,USR000837,2026-01-04 23:02:58,25000,365,7.75,5,False,77,kn,Web-Mobile,T1,jar.app
RC477027128,USR000837,2026-02-11 03:00:57,1000000,365,8.14,4,False,77,kn,Web-Mobile,T1,stable_money
RC831861252,USR000837,2025-07-20 13:02:34,500000,730,6.82,8,False,162,kn,Web-Mobile,T1,self_compared
RC957679961,USR000558,2025-12-19 16:08:57,500000,180,8.18,5,False,417,mr,Android,T2,none
RC792079337,USR000558,2026-01-10 06:11:10,50000,365,7.92,5,False,371,mr,Android,T2,fixed.com
RC747464213,USR000558,2026-02-10 00:38:38,1000000,180,6.98,7,False,25,mr,Android,T2,self_compared
RC107150133,USR000558,2025-07-01 18:55:16,100000,730,7.81,3,False,234,mr,Android,T2,jar.app
RC766781367,USR000558,2025-09-27 21:22:40,100000,1825,7.88,5,True,410,mr,Android,T2,fixed.com
RC938852450,USR000558,2026-03-16 21:46:03,50000,365,7.74,5,True,415,mr,Android,T2,fixed.com
RC752631091,USR000971,2025-12-31 03:44:41,500000,180,6.67,4,False,10,en,Android,T3,stable_money
RC138236233,USR000971,2025-07-30 14:05:23,250000,180,8.53,4,False,298,en,Android,T3,fixed.com
RC440105386,USR000971,2025-10-12 10:57:43,1000000,90,7.38,5,False,273,en,Android,T3,none
RC318804196,USR000994,2025-06-03 14:36:27,10000,90,7.73,3,False,360,en,Web-Desktop,T1,jar.app
RC731165945,USR000994,2025-07-26 20:46:48,25000,1825,7.2,4,False,264,en,Web-Desktop,T1,self_compared
RC649628885,USR000994,2025-07-31 07:28:11,250000,1825,8.52,5,False,341,en,Web-Desktop,T1,self_compared
RC953376452,USR000858,2025-09-06 23:29:52,250000,90,7.99,7,False,318,kn,Android,T2,fixed.com
RC997581061,USR000858,2025-10-25 20:03:30,50000,730,7.91,3,True,72,kn,Android,T2,self_compared
RC375913837,USR000858,2025-10-03 04:21:17,25000,730,7.6,3,False,374,kn,Android,T2,jar.app
RC434071700,USR000085,2026-01-16 08:42:24,10000,730,6.91,7,False,84,en,Android,T2,none
RC428143451,USR000424,2026-02-10 22:16:33,25000,730,7.38,5,False,56,ml,Android,T1,self_compared
RC572385389,USR000424,2025-11-06 14:43:34,250000,1825,7.67,5,True,398,ml,Android,T1,none
RC253030471,USR000224,2025-07-04 22:57:23,250000,180,7.03,4,False,208,bn,Web-Desktop,T3,wint
RC657296552,USR000224,2025-06-02 11:38:17,10000,730,7.02,3,False,394,bn,Web-Desktop,T3,wint
RC544761302,USR000224,2025-10-28 08:49:21,50000,1825,7.71,2,False,106,bn,Web-Desktop,T3,self_compared
RC726398521,USR000224,2025-08-22 05:09:33,500000,730,7.89,8,False,96,bn,Web-Desktop,T3,stable_money
RC329301911,USR000224,2025-10-19 00:25:44,10000,1825,7.48,2,False,285,bn,Web-Desktop,T3,jar.app
RC876988994,USR000224,2025-11-12 01:15:36,500000,180,8.12,6,False,366,bn,Web-Desktop,T3,stable_money
RC882707809,USR000404,2025-07-25 00:33:15,50000,90,7.84,4,False,191,hi,Web-Mobile,T2,stable_money
RC838961867,USR000404,2025-08-15 15:02:24,250000,90,7.94,4,False,237,hi,Web-Mobile,T2,stable_money
RC661311575,USR000404,2026-03-02 04:09:19,10000,90,8.54,6,False,192,hi,Web-Mobile,T2,none
RC256483042,USR000404,2025-12-15 09:04:32,10000,90,7.14,6,False,247,hi,Web-Mobile,T2,self_compared
RC425340702,USR000404,2025-07-22 20:14:26,500000,180,6.58,8,True,345,hi,Web-Mobile,T2,stable_money
RC831867250,USR000404,2026-01-27 00:56:33,1000000,730,7.37,4,False,215,hi,Web-Mobile,T2,wint
RC462702640,USR000381,2025-12-09 07:09:01,1000000,90,6.89,7,False,124,mr,Android,T3,wint
RC999735700,USR000381,2026-01-09 03:35:01,25000,90,8.19,7,False,332,mr,Android,T3,wint
RC577232732,USR000381,2025-06-29 01:11:48,10000,730,7.57,2,False,177,mr,Android,T3,wint
RC150730351,USR000381,2025-08-30 06:36:56,1000000,365,8.26,6,False,384,mr,Android,T3,stable_money
RC515224237,USR000381,2025-08-10 11:32:12,100000,180,8.55,8,False,83,mr,Android,T3,jar.app
RC356348247,USR000566,2026-01-03 12:40:50,10000,1825,7.79,3,False,279,en,Android,T3,wint
RC953911026,USR000566,2025-12-24 00:22:19,500000,180,7.04,8,False,337,en,Android,T3,wint
RC203309846,USR000914,2026-01-22 13:13:21,50000,90,8.04,4,False,262,en,iOS,T2,stable_money
RC259375727,USR000914,2025-09-21 21:37:15,500000,365,8.21,6,False,241,en,iOS,T2,stable_money
RC618953957,USR000729,2026-01-24 20:40:40,250000,365,7.4,7,True,310,ta,Android,T2,none
RC327091814,USR000729,2026-03-08 13:49:57,50000,1825,6.58,3,False,354,ta,Android,T2,self_compared
RC362327467,USR000812,2025-09-28 05:41:46,1000000,365,8.41,7,False,61,en,Web-Desktop,T2,jar.app
RC292980878,USR000812,2026-02-01 17:04:00,100000,730,7.03,7,True,326,en,Web-Desktop,T2,fixed.com
RC794540016,USR000812,2025-12-12 04:15:24,10000,365,6.96,7,False,289,en,Web-Desktop,T2,none
RC679966009,USR000312,2026-03-15 09:59:48,50000,1825,7.82,3,False,49,en,Android,T2,jar.app
RC906410232,USR000312,2026-03-16 23:11:03,50000,1825,7.94,5,False,284,en,Android,T2,wint
RC715782866,USR000312,2025-09-13 01:23:52,250000,90,7.38,7,False,239,en,Android,T2,stable_money
RC265395198,USR000312,2025-10-15 03:45:31,1000000,730,6.69,5,False,410,en,Android,T2,none
RC663694705,USR000184,2026-02-01 15:52:57,50000,1825,7.8,7,False,315,kn,Android,T2,wint
RC807964904,USR000482,2025-06-29 23:37:06,25000,730,7.14,3,False,359,gu,iOS,T2,self_compared
RC326220875,USR000148,2025-09-13 18:25:31,10000,730,7.57,6,False,394,en,Android,T3,stable_money
RC209794907,USR000148,2026-02-07 20:56:33,50000,730,7.97,5,False,384,en,Android,T3,jar.app
RC738300783,USR000148,2026-01-10 14:06:58,50000,365,7.12,8,False,77,en,Android,T3,stable_money
RC206995506,USR000148,2025-06-08 04:03:04,250000,730,6.68,8,False,25,en,Android,T3,self_compared
RC566875321,USR000148,2025-07-06 07:20:09,10000,180,7.18,2,False,371,en,Android,T3,stable_money
RC233588650,USR000435,2025-08-02 08:54:54,25000,180,8.38,2,False,330,en,Web-Desktop,T1,wint
RC821686959,USR000435,2025-09-02 18:16:41,50000,1825,7.94,8,False,285,en,Web-Desktop,T1,none
RC530496950,USR000435,2025-09-27 14:29:37,1000000,90,8.16,7,False,82,en,Web-Desktop,T1,jar.app
RC239683873,USR000435,2025-08-22 10:01:11,1000000,365,6.94,6,False,67,en,Web-Desktop,T1,wint
RC918729705,USR000435,2025-11-29 22:56:35,100000,1825,7.89,8,False,142,en,Web-Desktop,T1,fixed.com
RC573686152,USR000435,2025-11-20 10:27:25,25000,730,8.13,8,False,353,en,Web-Desktop,T1,stable_money
RC957155548,USR000731,2025-08-16 03:17:02,100000,90,7.4,7,True,70,kn,iOS,T2,fixed.com
RC439196424,USR000731,2025-07-25 21:24:40,10000,180,7.42,3,False,415,kn,iOS,T2,fixed.com
RC894939610,USR000731,2025-08-24 21:48:48,25000,1825,7.49,8,False,132,kn,iOS,T2,none
RC525805360,USR000731,2026-01-10 15:10:43,10000,180,8.1,4,True,222,kn,iOS,T2,wint
RC609788049,USR000731,2025-09-09 03:34:46,500000,730,6.75,6,False,198,kn,iOS,T2,none
RC356975569,USR000731,2025-06-25 03:01:38,250000,180,7.03,5,False,14,kn,iOS,T2,wint
RC954484187,USR000611,2026-03-23 19:30:02,25000,180,8.07,6,False,404,hi,Android,T1,self_compared
RC188197054,USR000772,2025-12-09 23:54:53,10000,365,7.52,5,False,310,hi,Web-Desktop,T2,jar.app
RC692692803,USR000772,2025-07-31 09:46:47,50000,1825,7.75,7,False,415,hi,Web-Desktop,T2,self_compared
RC612451776,USR000772,2026-03-23 09:07:32,25000,180,8.09,5,False,91,hi,Web-Desktop,T2,wint
RC967059516,USR000772,2025-06-27 17:33:26,50000,1825,8.37,2,True,99,hi,Web-Desktop,T2,none
RC815801472,USR000772,2026-02-17 12:10:28,250000,730,8.41,8,True,310,hi,Web-Desktop,T2,wint
RC165404097,USR000811,2026-03-09 23:12:24,500000,180,8.0,4,False,377,mr,iOS,T2,wint
RC981589096,USR000811,2025-09-07 13:49:12,10000,365,6.87,2,True,245,mr,iOS,T2,self_compared
RC159269061,USR000811,2025-08-20 04:38:43,50000,365,7.06,3,False,278,mr,iOS,T2,jar.app
RC788035017,USR000811,2025-08-04 12:09:37,50000,365,8.26,2,True,53,mr,iOS,T2,jar.app
RC764557672,USR000811,2025-06-24 06:51:19,1000000,365,7.9,5,False,30,mr,iOS,T2,jar.app
RC353584257,USR000811,2025-11-08 23:39:58,50000,365,7.05,2,True,294,mr,iOS,T2,jar.app
RC189848625,USR000238,2026-01-01 01:32:31,1000000,90,7.85,3,True,400,en,Android,T2,fixed.com
RC126757202,USR000238,2026-01-19 00:17:48,1000000,730,6.82,5,False,169,en,Android,T2,fixed.com
RC167140390,USR000015,2025-10-02 11:47:42,250000,1825,7.38,6,False,334,ta,Web-Desktop,T3,none
RC621538610,USR000015,2026-02-01 10:54:19,50000,180,6.63,4,False,136,ta,Web-Desktop,T3,fixed.com
RC965794194,USR000705,2025-07-27 09:28:10,100000,180,6.94,6,False,85,hi,Android,T1,jar.app
RC672525682,USR000705,2025-12-15 19:10:58,100000,90,7.87,8,False,38,hi,Android,T1,fixed.com
RC927003546,USR000705,2025-10-11 06:53:09,1000000,365,8.23,2,False,337,hi,Android,T1,stable_money
RC449213195,USR000024,2026-03-04 15:21:49,10000,180,7.35,3,False,362,en,iOS,T1,jar.app
RC606406644,USR000024,2025-07-16 19:31:06,10000,90,7.4,8,False,213,en,iOS,T1,self_compared
RC205626359,USR000024,2025-10-28 05:18:56,25000,1825,6.99,8,False,382,en,iOS,T1,jar.app
RC967090616,USR000024,2025-08-22 13:26:48,1000000,1825,7.47,4,False,288,en,iOS,T1,none
RC311581976,USR000024,2025-08-21 09:22:07,1000000,180,8.42,6,False,370,en,iOS,T1,stable_money
RC309476409,USR000024,2025-08-19 20:26:20,250000,730,6.75,7,False,82,en,iOS,T1,self_compared
RC792394625,USR000923,2025-10-03 02:16:08,50000,730,6.6,3,False,395,en,Android,T2,self_compared
RC227397668,USR000923,2025-12-22 13:42:54,25000,730,8.44,8,False,31,en,Android,T2,wint
RC762892294,USR000592,2025-09-28 14:43:42,10000,1825,7.32,4,False,372,en,Web-Mobile,T2,stable_money
RC398558410,USR000592,2025-09-26 00:26:58,50000,730,8.3,8,True,239,en,Web-Mobile,T2,fixed.com
RC369792369,USR000592,2025-12-01 17:22:32,1000000,365,6.99,2,False,108,en,Web-Mobile,T2,fixed.com
RC186898402,USR000592,2025-08-05 17:59:06,100000,730,7.37,6,False,203,en,Web-Mobile,T2,stable_money
RC904398115,USR000592,2026-03-07 03:42:18,250000,365,7.06,8,True,134,en,Web-Mobile,T2,jar.app
RC449218687,USR000592,2026-01-15 21:52:28,500000,180,8.52,7,False,238,en,Web-Mobile,T2,fixed.com
RC680386459,USR000044,2026-02-08 16:07:17,25000,1825,7.05,5,False,284,en,Android,T1,self_compared
RC535999594,USR000044,2026-03-13 20:21:19,250000,180,7.13,7,False,88,en,Android,T1,none
RC826817097,USR000044,2026-02-28 03:43:08,500000,90,6.93,7,False,144,en,Android,T1,self_compared
RC734415688,USR000632,2025-08-26 11:35:38,1000000,365,7.61,3,False,304,mr,Web-Desktop,T1,none
RC781928291,USR000632,2025-09-24 05:26:09,50000,730,6.79,4,False,217,mr,Web-Desktop,T1,wint
RC410348795,USR000632,2025-07-24 16:55:16,50000,1825,7.4,3,False,326,mr,Web-Desktop,T1,wint
RC525462646,USR000632,2025-08-25 03:28:09,10000,1825,7.64,2,False,245,mr,Web-Desktop,T1,none
RC395998523,USR000632,2025-07-14 20:15:42,500000,1825,8.58,8,False,331,mr,Web-Desktop,T1,none
RC833975563,USR000632,2025-06-20 09:08:47,10000,1825,8.28,3,False,388,mr,Web-Desktop,T1,wint
RC502431574,USR000436,2026-02-04 04:16:48,100000,730,7.01,2,False,54,ta,Android,T2,fixed.com
RC614271165,USR000436,2025-11-06 07:43:33,25000,365,7.36,2,False,84,ta,Android,T2,wint
RC394628995,USR000217,2026-01-14 23:38:27,25000,90,7.64,7,False,26,ta,iOS,T2,none
RC703603047,USR000217,2025-09-28 14:51:52,1000000,180,6.62,3,False,279,ta,iOS,T2,wint
RC907254305,USR000217,2025-10-12 01:10:59,50000,730,7.67,2,False,306,ta,iOS,T2,stable_money
RC770615609,USR000933,2025-06-18 09:12:07,1000000,365,6.6,5,False,408,en,Web-Desktop,T2,wint
RC531632444,USR000933,2025-07-11 03:01:58,50000,730,8.06,2,False,48,en,Web-Desktop,T2,jar.app
RC716614308,USR000933,2025-12-28 18:45:00,500000,1825,7.29,3,False,396,en,Web-Desktop,T2,fixed.com
RC100387494,USR000933,2025-10-30 21:10:16,50000,1825,8.53,5,False,403,en,Web-Desktop,T2,stable_money
RC255209218,USR000933,2025-09-28 01:26:06,1000000,365,7.97,6,False,257,en,Web-Desktop,T2,jar.app
RC186811475,USR000933,2025-06-06 17:31:01,50000,1825,7.65,3,False,373,en,Web-Desktop,T2,jar.app
RC598703053,USR000578,2025-10-27 00:35:14,1000000,730,7.55,5,False,46,bn,iOS,T1,none
RC923998997,USR000578,2025-11-11 23:31:06,1000000,730,7.87,6,False,302,bn,iOS,T1,self_compared
RC935791211,USR000578,2025-12-23 12:41:10,100000,180,7.04,8,True,328,bn,iOS,T1,fixed.com
RC948869171,USR000578,2026-01-26 10:18:38,25000,730,7.9,3,False,320,bn,iOS,T1,stable_money
RC296987586,USR000578,2026-01-04 01:56:32,10000,1825,8.25,8,False,182,bn,iOS,T1,fixed.com
RC488814824,USR000578,2025-09-06 04:48:00,10000,90,8.22,4,True,53,bn,iOS,T1,fixed.com
RC674292336,USR000367,2025-07-15 01:05:18,100000,1825,8.41,3,True,272,ta,Web-Desktop,T1,fixed.com
RC417101887,USR000367,2026-03-24 05:22:19,500000,1825,7.58,3,False,276,ta,Web-Desktop,T1,stable_money
RC755405617,USR000546,2026-02-04 15:04:38,250000,1825,8.15,3,True,349,en,Android,T3,stable_money
RC398175457,USR000609,2025-08-21 13:47:22,1000000,180,6.85,7,False,409,en,Android,T2,stable_money
RC579548280,USR000609,2025-06-03 09:45:34,10000,180,7.09,3,False,128,en,Android,T2,none
RC629156163,USR000609,2025-06-15 02:48:54,250000,1825,8.45,6,False,63,en,Android,T2,fixed.com
RC661855966,USR000609,2026-02-02 19:00:33,25000,90,7.55,8,False,188,en,Android,T2,stable_money
RC751396651,USR000609,2025-12-16 13:14:14,250000,365,7.22,5,False,157,en,Android,T2,jar.app
RC972817171,USR000609,2026-02-18 20:47:20,250000,1825,8.38,3,False,191,en,Android,T2,jar.app
RC913383516,USR000121,2025-07-04 01:08:40,50000,730,7.61,2,True,262,hi,iOS,T2,none
RC918091356,USR000121,2025-07-21 13:47:29,500000,365,7.19,3,False,302,hi,iOS,T2,self_compared
RC655249626,USR000121,2025-07-24 05:30:03,250000,730,7.02,6,False,124,hi,iOS,T2,self_compared
RC195150988,USR000121,2025-09-15 02:48:51,25000,730,7.13,5,False,10,hi,iOS,T2,self_compared
RC104417355,USR000121,2025-11-24 00:20:08,100000,1825,7.54,2,False,207,hi,iOS,T2,jar.app
RC737630115,USR000121,2026-02-23 15:37:48,250000,180,7.47,5,False,225,hi,iOS,T2,fixed.com
RC429834744,USR000548,2026-03-09 17:45:20,25000,730,7.12,2,False,221,en,Android,T3,wint
RC163150071,USR000548,2025-10-24 07:59:21,1000000,365,8.28,7,False,117,en,Android,T3,jar.app
RC539388831,USR000548,2025-06-19 11:22:22,250000,180,8.34,7,False,416,en,Android,T3,fixed.com
RC733530145,USR000548,2025-07-13 04:51:34,100000,90,7.11,6,False,308,en,Android,T3,none
RC310208608,USR000548,2025-08-15 15:49:52,25000,1825,7.38,7,False,267,en,Android,T3,wint
RC458076618,USR000805,2025-09-24 04:24:21,500000,180,6.52,5,False,302,bn,Android,T3,stable_money
RC140724453,USR000805,2025-08-15 02:03:21,50000,730,7.8,7,False,383,bn,Android,T3,jar.app
RC545150009,USR000805,2026-02-27 07:47:16,25000,365,8.45,3,False,108,bn,Android,T3,fixed.com
RC172628935,USR000805,2026-02-25 03:51:45,250000,90,8.2,6,True,153,bn,Android,T3,fixed.com
RC866411075,USR000805,2025-08-31 06:42:50,500000,1825,7.51,3,False,377,bn,Android,T3,fixed.com
RC752410973,USR000805,2025-08-20 22:02:04,10000,365,7.84,2,False,223,bn,Android,T3,none
RC322950093,USR000209,2025-09-01 23:40:35,100000,365,7.97,5,True,95,hi,iOS,T1,stable_money
RC317493937,USR000414,2025-12-25 03:11:27,50000,365,6.54,2,False,383,en,Web-Desktop,T1,none
RC879043831,USR000414,2025-11-26 15:45:58,10000,1825,7.62,5,False,127,en,Web-Desktop,T1,self_compared
RC389677196,USR000910,2025-06-05 09:30:45,1000000,90,7.89,3,False,311,en,Android,T1,self_compared
RC622707727,USR000016,2025-06-06 09:24:47,10000,365,7.72,8,False,344,hi,Android,T2,stable_money
RC114010147,USR000016,2025-11-21 04:39:48,500000,365,8.44,6,False,231,hi,Android,T2,jar.app
RC154932771,USR000136,2026-01-11 19:23:08,1000000,1825,7.28,7,False,328,en,Web-Desktop,T2,jar.app
RC328570310,USR000136,2025-10-06 20:51:59,500000,180,8.23,3,False,213,en,Web-Desktop,T2,stable_money
RC629455648,USR000136,2025-06-09 06:51:13,500000,90,6.51,8,False,252,en,Web-Desktop,T2,wint
RC158046089,USR000990,2025-12-13 06:30:00,50000,730,6.65,5,False,390,bn,Android,T3,self_compared
RC718928335,USR000475,2025-11-03 22:39:41,500000,90,8.55,3,False,67,en,Android,T1,jar.app
RC767823836,USR000807,2025-06-26 02:43:00,50000,1825,7.91,7,True,95,hi,Android,T2,none
RC124433746,USR000807,2025-10-17 06:33:34,50000,1825,6.8,6,True,202,hi,Android,T2,fixed.com
RC506327522,USR000638,2026-02-02 23:34:31,250000,180,6.65,4,False,201,mr,Web-Mobile,T3,none
RC764781337,USR000638,2025-12-05 10:21:14,250000,180,7.48,7,False,290,mr,Web-Mobile,T3,fixed.com
RC319952579,USR000638,2026-03-06 06:45:46,50000,180,7.37,3,False,363,mr,Web-Mobile,T3,self_compared
RC375027277,USR000638,2025-06-19 12:51:45,500000,365,7.49,4,False,127,mr,Web-Mobile,T3,fixed.com
RC189287384,USR000638,2026-03-03 09:06:59,1000000,1825,8.46,7,False,60,mr,Web-Mobile,T3,none
RC881873123,USR000638,2026-03-25 05:03:03,500000,1825,8.19,6,False,374,mr,Web-Mobile,T3,stable_money
RC571387661,USR000458,2025-08-12 08:50:21,10000,365,8.45,6,False,203,kn,Web-Desktop,T3,self_compared
RC113404245,USR000458,2025-06-09 15:14:05,1000000,365,6.93,4,False,13,kn,Web-Desktop,T3,jar.app
RC579320362,USR000458,2025-07-04 19:40:55,10000,90,8.25,5,False,195,kn,Web-Desktop,T3,self_compared
RC144485669,USR000311,2026-02-24 20:47:47,25000,365,7.46,7,False,363,bn,iOS,T2,wint
RC474910979,USR000694,2025-10-08 06:10:24,250000,1825,7.56,3,True,72,hi,iOS,T2,none
RC670052949,USR000659,2025-10-28 03:28:54,1000000,180,7.13,7,True,379,en,iOS,T3,wint
RC801825404,USR000659,2025-09-21 16:54:24,10000,730,7.75,8,True,386,en,iOS,T3,self_compared
RC302688110,USR000659,2025-11-10 02:35:26,25000,730,7.39,6,False,384,en,iOS,T3,stable_money
RC677489368,USR000788,2026-01-17 03:05:02,10000,730,8.33,3,False,34,en,Android,T2,jar.app
RC369101813,USR000788,2025-10-30 18:57:16,10000,730,8.07,3,False,400,en,Android,T2,wint
RC323113607,USR000788,2026-02-14 22:38:18,100000,90,8.15,5,False,343,en,Android,T2,self_compared
RC914429092,USR000788,2025-09-16 02:48:47,10000,180,6.86,6,False,306,en,Android,T2,fixed.com
RC790039383,USR000788,2025-10-27 01:38:05,250000,730,6.89,8,True,390,en,Android,T2,none
RC647878146,USR000254,2026-03-07 07:15:14,250000,1825,7.04,6,True,151,te,Web-Desktop,T3,wint
RC704887247,USR000254,2025-12-27 04:47:05,50000,180,7.78,3,False,407,te,Web-Desktop,T3,stable_money
RC243354871,USR000091,2025-07-29 15:05:10,500000,1825,8.12,3,False,118,en,Android,T1,self_compared
RC103950122,USR000091,2025-06-14 11:33:26,1000000,365,8.09,8,False,66,en,Android,T1,wint
RC730511172,USR000822,2025-06-12 00:20:12,1000000,365,6.8,4,False,255,en,Android,T3,self_compared
RC721018796,USR000820,2025-06-15 17:46:28,100000,90,8.03,5,False,152,ta,iOS,T2,self_compared
RC933409260,USR000820,2025-09-07 20:17:31,1000000,1825,8.23,4,False,196,ta,iOS,T2,jar.app
RC455670284,USR000820,2025-07-02 22:12:49,250000,90,7.39,8,True,347,ta,iOS,T2,stable_money
RC958561543,USR000820,2025-08-25 03:54:16,10000,90,7.31,3,False,14,ta,iOS,T2,none
RC766788585,USR000820,2026-02-05 00:37:39,10000,180,8.01,5,False,319,ta,iOS,T2,jar.app
RC435977866,USR000318,2025-06-30 13:56:11,1000000,90,8.22,7,False,119,hi,iOS,T2,jar.app
RC202823229,USR000318,2026-02-20 07:15:45,25000,730,7.69,5,False,185,hi,iOS,T2,self_compared
RC920710397,USR000318,2025-12-07 08:45:08,10000,365,8.31,7,False,293,hi,iOS,T2,wint
RC983513262,USR000318,2026-01-17 09:38:23,50000,180,6.59,5,False,279,hi,iOS,T2,jar.app
RC880023187,USR000597,2025-07-08 09:02:37,10000,180,8.6,4,True,51,hi,Android,T2,none
RC167421150,USR000597,2025-11-08 20:48:18,1000000,365,7.68,2,False,260,hi,Android,T2,jar.app
RC741385199,USR000597,2025-09-08 21:42:03,100000,730,7.13,4,True,373,hi,Android,T2,stable_money
RC218040093,USR000597,2025-12-14 14:33:19,50000,90,8.56,7,False,253,hi,Android,T2,fixed.com
RC312128602,USR000450,2025-08-13 03:13:22,100000,180,7.21,7,True,364,en,iOS,T1,fixed.com
RC377946493,USR000450,2025-12-06 08:31:21,250000,90,7.9,4,False,76,en,iOS,T1,fixed.com
RC201844406,USR000542,2025-06-22 05:54:57,100000,365,7.95,8,False,358,hi,iOS,T1,fixed.com
RC299713935,USR000247,2025-08-04 03:53:32,500000,365,7.6,8,False,338,en,Web-Desktop,T3,jar.app
RC695243846,USR000760,2026-03-19 02:16:08,10000,1825,7.74,4,True,377,en,Android,T3,fixed.com
RC147407080,USR000760,2025-08-17 05:09:32,25000,365,7.62,6,False,302,en,Android,T3,fixed.com
RC505258944,USR000072,2025-11-23 12:28:06,1000000,730,8.51,8,True,354,mr,iOS,T3,stable_money
RC397784830,USR000072,2026-02-17 14:43:19,50000,730,7.31,6,True,238,mr,iOS,T3,fixed.com
RC235798653,USR000068,2026-01-27 07:46:11,25000,90,7.88,3,False,205,en,Android,T2,self_compared
RC974675470,USR000068,2026-02-09 10:28:22,250000,730,7.04,6,True,140,en,Android,T2,jar.app
RC952839768,USR000068,2026-01-28 06:19:36,25000,730,7.23,6,False,105,en,Android,T2,fixed.com
RC772819496,USR000068,2025-09-21 23:32:57,1000000,90,6.96,7,False,220,en,Android,T2,none
RC305368709,USR000319,2026-01-07 08:55:25,100000,730,8.08,7,False,409,ta,iOS,T1,none
RC721023860,USR000319,2025-07-28 16:39:59,100000,90,8.5,7,False,134,ta,iOS,T1,none
RC675374080,USR000319,2025-07-25 08:01:12,250000,180,8.56,7,False,93,ta,iOS,T1,stable_money
RC552500686,USR000319,2026-03-14 02:17:38,500000,365,7.47,4,False,418,ta,iOS,T1,self_compared
RC411099467,USR000319,2025-06-28 14:21:20,100000,180,7.39,3,False,261,ta,iOS,T1,stable_money
RC223565346,USR000319,2025-07-01 18:08:10,100000,90,8.2,7,False,282,ta,iOS,T1,jar.app
RC280321564,USR000055,2026-01-03 08:28:31,250000,90,7.72,6,False,284,en,Android,T2,none
RC124572629,USR000746,2025-12-06 10:57:12,500000,365,6.76,2,False,322,hi,Android,T2,jar.app
RC939240739,USR000746,2025-06-28 11:06:48,250000,730,6.64,6,False,318,hi,Android,T2,none
RC605767721,USR000746,2026-02-11 23:49:29,50000,1825,8.09,6,False,226,hi,Android,T2,self_compared
RC481421406,USR000746,2025-07-12 08:07:38,500000,180,8.05,8,False,155,hi,Android,T2,stable_money
RC841274255,USR000771,2026-01-20 23:59:14,100000,365,7.69,5,False,129,en,Android,T2,self_compared
RC576558717,USR000752,2026-03-12 16:03:42,50000,1825,7.51,6,False,124,kn,Android,T1,fixed.com
RC755836106,USR000752,2025-11-27 10:11:40,10000,730,8.51,6,False,137,kn,Android,T1,fixed.com
RC445009575,USR000752,2026-02-01 13:44:44,25000,730,7.22,4,False,176,kn,Android,T1,fixed.com
RC798083235,USR000193,2025-12-06 21:58:39,250000,1825,8.07,3,False,92,hi,Android,T3,wint
RC319948772,USR000193,2025-07-16 05:03:35,500000,90,8.29,5,False,28,hi,Android,T3,stable_money
RC359656819,USR000193,2025-07-15 05:52:57,250000,90,8.52,4,False,279,hi,Android,T3,self_compared
RC278216863,USR000193,2025-11-14 10:58:48,1000000,180,7.79,4,True,92,hi,Android,T3,none
RC913276731,USR000193,2025-12-18 13:22:57,25000,730,6.78,2,False,240,hi,Android,T3,self_compared
RC905664107,USR000193,2026-02-18 14:44:27,500000,1825,8.04,6,False,47,hi,Android,T3,stable_money
RC631880401,USR000819,2025-07-08 12:25:14,100000,90,6.77,6,False,388,hi,Android,T1,jar.app
RC963385376,USR000819,2025-08-17 11:11:03,25000,730,8.13,4,True,264,hi,Android,T1,jar.app
RC645506350,USR000819,2025-11-01 00:09:32,50000,1825,8.06,5,True,156,hi,Android,T1,none
RC762925320,USR000819,2025-11-18 22:14:27,10000,90,7.84,5,True,342,hi,Android,T1,none
RC758727149,USR000819,2025-12-04 02:23:52,250000,180,7.9,6,False,109,hi,Android,T1,none
RC150340937,USR000819,2025-08-14 22:24:03,25000,180,8.45,3,True,145,hi,Android,T1,fixed.com
RC334604657,USR000937,2026-01-01 13:16:18,500000,730,7.85,2,False,28,mr,Android,T3,self_compared
RC914455459,USR000937,2026-01-28 22:10:01,250000,1825,7.42,4,False,106,mr,Android,T3,wint
RC494705281,USR000937,2025-06-29 12:11:59,25000,90,7.33,8,False,15,mr,Android,T3,stable_money
RC173540912,USR000942,2025-10-03 00:15:01,500000,180,6.55,5,False,166,ta,Android,T2,self_compared
