pg_txn_id,order_id,ts,user_id,gateway,method,amount_inr,status,failure_code,merchant_category,card_network,is_recurring,mandate_id
PG44190808984161,ORD42131821397,2025-01-20 06:07:42,USR000025,Paytm-PG,UPI,10983.92,CAPTURED,,fd_booking,,False,
PG34713990473569,ORD71571593167,2026-01-01 07:03:16,USR000025,BillDesk,UPI,46279.04,CAPTURED,,utility,,False,MND6588332573
PG72567855314650,ORD14434286774,2025-10-17 14:17:46,USR000025,Razorpay,NB,40246.03,CAPTURED,,fd_booking,,False,MND5791223593
PG41080550153622,ORD48883814128,2026-01-27 22:40:42,USR000025,Paytm-PG,Wallet,63547.04,CAPTURED,,ecommerce,,True,
PG69359723465775,ORD20128959877,2025-05-30 06:24:37,USR000025,BillDesk,UPI,66265.53,CAPTURED,,insurance,,True,
PG65466579970110,ORD76008901834,2026-02-01 19:12:49,USR000025,HDFC-PG,UPI,19948.83,CAPTURED,,ecommerce,,True,
PG17504931489387,ORD83977501218,2025-07-13 20:42:53,USR000025,BillDesk,DC,16531.02,AUTHORIZED,FRAUD_FLAG,fd_booking,MC,False,
PG62272701898479,ORD23439051884,2025-01-05 03:07:52,USR000189,PayU,NB,65030.75,CAPTURED,,utility,,False,
PG38279305858246,ORD13310268885,2025-06-18 10:58:00,USR000189,CCAvenue,Wallet,12951.82,CAPTURED,,recharge,,True,
PG52215460279789,ORD71787322024,2025-08-16 15:10:42,USR000189,HDFC-PG,UPI,18732.85,CAPTURED,,fd_booking,,False,
PG83034903241707,ORD69863184241,2026-03-29 08:50:59,USR000189,HDFC-PG,UPI,65425.61,CAPTURED,,recharge,,False,
PG74198022860611,ORD52893761522,2025-12-28 12:32:42,USR000189,BillDesk,UPI,8315.92,CAPTURED,,fd_booking,,False,MND1655778759
PG52015552218765,ORD17316810271,2026-03-23 19:05:08,USR000082,Cashfree,UPI,59303.48,CAPTURED,,investment,,False,
PG75695175895788,ORD51168408077,2025-01-22 12:36:24,USR000082,Cashfree,NB,44521.75,CAPTURED,,investment,,True,
PG79371905991827,ORD92125213343,2025-11-16 14:16:04,USR000082,HDFC-PG,UPI,52661.84,CAPTURED,,ecommerce,,False,
PG85857268467664,ORD40129154109,2026-04-11 00:27:40,USR000082,Cashfree,UPI,37042.15,AUTHORIZED,3DS_FAIL,insurance,,False,MND4536439520
PG87977532221026,ORD95888558567,2025-05-02 07:32:01,USR000082,PayU,UPI,38605.23,CAPTURED,,ecommerce,,True,MND3843273547
PG25947933029957,ORD73514836985,2025-10-23 12:35:37,USR000082,Cashfree,Wallet,10071.64,CAPTURED,,investment,,False,
PG34748136252894,ORD20052588815,2026-02-26 22:23:26,USR000082,Razorpay,UPI,58755.23,CAPTURED,,fd_booking,,False,
PG51672487383692,ORD81767144850,2025-02-16 05:50:12,USR000402,CCAvenue,EMI,36024.88,CAPTURED,,investment,,False,
PG34850496531732,ORD51883424318,2025-12-16 16:07:06,USR000402,BillDesk,UPI,11581.6,CAPTURED,,ecommerce,,False,
PG10100955958509,ORD38896497377,2025-06-17 04:24:30,USR000402,PayU,NB,7741.93,CAPTURED,,fd_booking,,True,
PG85386580514289,ORD41230873186,2025-07-21 07:56:07,USR000853,CCAvenue,UPI,20544.91,CAPTURED,,investment,,False,
PG82572368744537,ORD17135461384,2025-04-23 14:01:08,USR000853,BillDesk,NB,42808.64,CAPTURED,,ecommerce,,True,
PG42342457557227,ORD94611816852,2025-08-23 11:40:38,USR000282,HDFC-PG,UPI,51401.89,CAPTURED,,recharge,,False,
PG18909937396383,ORD70479792788,2025-04-01 13:18:16,USR000282,CCAvenue,UPI,42837.59,CAPTURED,,insurance,,False,
PG82590375673384,ORD33077015886,2025-10-12 04:01:35,USR000282,Paytm-PG,DC,70739.47,FAILED,FRAUD_FLAG,insurance,MC,False,
PG91755114918331,ORD51623990199,2025-02-02 04:46:07,USR000282,Paytm-PG,UPI,20838.2,CAPTURED,,utility,,False,MND7335536325
PG15126553374876,ORD50030570463,2025-04-19 13:40:37,USR000282,Paytm-PG,UPI,69892.1,CAPTURED,,investment,,False,
PG50441563751252,ORD80231653521,2026-01-22 17:28:32,USR000282,BillDesk,UPI,56285.74,CAPTURED,,investment,,False,
PG95161155350474,ORD59138232939,2026-02-06 01:50:52,USR000282,HDFC-PG,UPI,61725.67,CAPTURED,,insurance,,True,
PG99756300398253,ORD66968241388,2025-03-17 21:01:07,USR000257,BillDesk,UPI,40453.41,CAPTURED,,ecommerce,,False,
PG45442047076325,ORD65798518947,2026-01-22 01:31:24,USR000257,Razorpay,NB,14917.98,FAILED,INSUFFICIENT_BALANCE,utility,,False,MND9806119677
PG97688014237603,ORD23176621593,2025-08-12 18:27:15,USR000257,Cashfree,UPI,6566.01,CAPTURED,,insurance,,False,
PG73327236605433,ORD19910575348,2026-02-21 21:17:19,USR000257,HDFC-PG,EMI,22708.47,CAPTURED,,utility,,False,
PG72071279184524,ORD19381080521,2025-07-22 20:44:22,USR000257,PayU,UPI,35795.06,CAPTURED,,utility,,False,MND8753157924
PG96471240366230,ORD36955831856,2025-08-31 19:12:35,USR000257,BillDesk,NB,20824.09,CAPTURED,,ecommerce,,True,MND5641803542
PG38165896977758,ORD11747401661,2025-08-01 08:49:53,USR000257,Cashfree,NB,4965.74,FAILED,OTP_NOT_ENTERED,utility,,False,
PG55137386941238,ORD68176917519,2026-03-16 22:14:28,USR000257,CCAvenue,UPI,15916.42,CAPTURED,,recharge,,False,MND2284457357
PG31194605344259,ORD46188565887,2026-02-19 14:31:14,USR000257,BillDesk,NB,73655.46,CAPTURED,,utility,,False,
PG84571047458903,ORD48378325046,2025-02-23 13:12:39,USR000257,CCAvenue,CC,33438.81,CAPTURED,,investment,AMEX,False,
PG38023984908951,ORD83399224465,2025-05-15 12:41:13,USR000257,BillDesk,UPI,60274.64,CAPTURED,,fd_booking,,False,
PG70976033744753,ORD82148989080,2026-02-18 17:21:13,USR000364,HDFC-PG,UPI,66313.28,AUTHORIZED,3DS_FAIL,recharge,,False,MND7909003597
PG51685031737467,ORD94009666702,2025-01-02 17:34:46,USR000364,HDFC-PG,CC,32383.84,CAPTURED,,utility,MC,True,
PG88418026672002,ORD71186188839,2025-08-22 02:04:52,USR000364,Razorpay,UPI,26075.03,CAPTURED,,ecommerce,,False,
PG56015384592709,ORD84892146532,2025-08-04 03:21:35,USR000364,Razorpay,CC,61607.58,CAPTURED,,fd_booking,MC,False,
PG79006158694853,ORD42373334623,2026-03-10 19:51:06,USR000364,BillDesk,UPI,63883.55,CAPTURED,,recharge,,False,MND5581286456
PG20833411766677,ORD67744417121,2026-03-03 01:55:45,USR000364,Razorpay,Wallet,29210.41,CAPTURED,,fd_booking,,False,
PG68012911290822,ORD91952674143,2025-06-14 11:21:41,USR000380,Cashfree,UPI,33860.01,CAPTURED,,recharge,,False,
PG14989101886015,ORD55627874470,2025-10-22 09:56:22,USR000380,PayU,UPI,51837.66,CAPTURED,,insurance,,False,
PG47744734256394,ORD50633582019,2025-01-06 06:29:46,USR000380,PayU,Wallet,18685.8,CAPTURED,,ecommerce,,False,
PG33429307055003,ORD42987178914,2025-04-16 16:57:20,USR000380,BillDesk,DC,42688.81,CAPTURED,,ecommerce,RUPAY,False,MND8028126832
PG26407935782229,ORD38344023010,2025-05-22 03:16:02,USR000380,Cashfree,UPI,44756.61,CAPTURED,,recharge,,True,
PG72827614250268,ORD47503979245,2025-05-08 14:35:08,USR000380,PayU,Wallet,23871.21,FAILED,OTP_NOT_ENTERED,insurance,,False,
PG51725614878882,ORD34385286351,2026-02-24 09:20:09,USR000380,Razorpay,EMI,47951.36,CAPTURED,,utility,,False,
PG71070578117585,ORD81333376882,2026-01-03 10:14:10,USR000380,CCAvenue,NB,45453.12,AUTHORIZED,OTP_NOT_ENTERED,utility,,False,MND4705717962
PG86840745602438,ORD10865953022,2026-01-27 06:39:12,USR000380,Cashfree,UPI,42297.0,CAPTURED,,investment,,False,
PG39650134210093,ORD91844875010,2026-03-07 09:18:26,USR000380,PayU,UPI,67572.21,FAILED,OTP_NOT_ENTERED,investment,,False,MND6520238284
PG96897173822490,ORD27935321760,2025-12-06 01:39:48,USR000685,HDFC-PG,UPI,39055.91,CAPTURED,,recharge,,False,
PG18087076280823,ORD91171231707,2025-07-14 23:13:54,USR000685,Razorpay,UPI,65084.04,CAPTURED,,recharge,,False,MND7799391769
PG70725427072913,ORD53137027749,2026-03-21 06:39:36,USR000685,BillDesk,NB,48071.51,CAPTURED,,investment,,False,
PG81197673241341,ORD80653864372,2025-08-27 01:13:00,USR000685,PayU,UPI,52.49,CAPTURED,,fd_booking,,False,MND2688590275
PG46500957125166,ORD45473663214,2025-01-26 07:49:49,USR000685,BillDesk,CC,30587.53,CAPTURED,,recharge,VISA,False,
PG85189828002335,ORD33380141516,2025-06-23 07:47:46,USR000685,CCAvenue,NB,64750.68,CAPTURED,,investment,,False,
PG48100827758298,ORD12685717304,2025-05-11 12:22:40,USR000685,HDFC-PG,EMI,41117.79,CAPTURED,,fd_booking,,False,
PG83856024004201,ORD70731949578,2025-01-16 23:10:40,USR000685,CCAvenue,UPI,20231.03,CAPTURED,,utility,,True,
PG58054079357559,ORD79629688671,2025-05-12 02:51:26,USR000685,Cashfree,UPI,66381.66,CAPTURED,,utility,,False,
PG52636994049856,ORD62314936641,2025-10-21 03:02:34,USR000685,CCAvenue,Wallet,70408.97,CAPTURED,,insurance,,False,
PG86552001554059,ORD50635017473,2025-02-27 21:08:46,USR000685,HDFC-PG,NB,73760.13,CAPTURED,,utility,,False,
PG51429398004806,ORD23104684315,2025-05-21 13:48:19,USR000685,Cashfree,UPI,60348.36,FAILED,ISSUER_DECLINED,insurance,,False,
PG45305992906122,ORD95777799753,2026-04-03 11:53:35,USR000029,Paytm-PG,CC,15247.04,AUTHORIZED,FRAUD_FLAG,utility,MC,False,
PG42253708248323,ORD14009237327,2025-08-02 05:21:30,USR000029,PayU,UPI,134.12,CAPTURED,,insurance,,False,
PG52958511394752,ORD20509519047,2026-04-12 18:55:24,USR000029,BillDesk,EMI,55689.3,CAPTURED,,utility,,True,
PG60377416881901,ORD10255469534,2025-06-25 15:03:26,USR000029,Paytm-PG,UPI,30697.97,CAPTURED,,fd_booking,,False,
PG51761358317740,ORD91279662950,2025-08-24 23:37:39,USR000029,Razorpay,DC,7062.3,CAPTURED,,investment,VISA,False,
PG47871586649390,ORD63323039680,2025-07-09 03:39:29,USR000029,CCAvenue,CC,74356.25,CAPTURED,,recharge,RUPAY,False,
PG70993697523626,ORD37905099645,2025-02-23 18:42:43,USR000029,HDFC-PG,Wallet,48361.14,CAPTURED,,fd_booking,,False,MND4547758985
PG33453920116209,ORD46325459937,2025-04-20 04:25:53,USR000029,HDFC-PG,UPI,57982.46,FAILED,OTP_NOT_ENTERED,ecommerce,,True,
PG74456572811849,ORD60128663407,2025-09-05 23:40:35,USR000029,BillDesk,CC,27873.1,CAPTURED,,insurance,RUPAY,False,
PG39064259185329,ORD26280151363,2025-07-20 21:30:11,USR000029,Cashfree,UPI,67974.11,FAILED,CARD_BLOCKED,fd_booking,,False,
PG44816601386260,ORD83452392060,2025-12-04 06:28:29,USR000029,BillDesk,NB,2924.83,CAPTURED,,recharge,,True,
PG63277209776347,ORD92278067131,2025-06-02 11:06:46,USR000029,BillDesk,Wallet,60695.63,CAPTURED,,recharge,,False,MND3522238466
PG41474058094318,ORD85511930050,2025-04-27 01:43:58,USR000436,Razorpay,UPI,15091.02,CAPTURED,,ecommerce,,True,
PG97405551880616,ORD65245274873,2026-02-02 18:35:52,USR000436,Paytm-PG,UPI,26680.09,CAPTURED,,recharge,,False,MND1408582878
PG94329091994150,ORD56556447388,2026-02-24 02:42:45,USR000436,CCAvenue,UPI,19828.5,CAPTURED,,fd_booking,,False,
PG91652351652646,ORD15357962426,2025-08-20 20:05:27,USR000436,PayU,UPI,59341.17,CAPTURED,,utility,,False,
PG39992731964809,ORD47290613239,2025-06-08 21:01:08,USR000436,CCAvenue,Wallet,44416.25,CAPTURED,,ecommerce,,False,
PG98749512027610,ORD50081873447,2025-08-10 04:45:58,USR000436,HDFC-PG,NB,72082.12,CAPTURED,,ecommerce,,False,
PG59967976471948,ORD86141216290,2025-03-10 07:10:40,USR000436,Razorpay,NB,64208.27,CAPTURED,,ecommerce,,False,
PG47918714946054,ORD76483468112,2025-05-22 17:55:35,USR000436,Razorpay,UPI,47135.18,CAPTURED,,fd_booking,,False,
PG77400760193020,ORD20426130896,2026-03-23 07:34:21,USR000436,Razorpay,CC,20295.6,CAPTURED,,insurance,AMEX,False,
PG48714107840864,ORD96822307052,2025-06-19 03:54:22,USR000852,Cashfree,UPI,74528.68,CAPTURED,,ecommerce,,False,MND1950846172
PG95523030825776,ORD59662677032,2025-04-22 14:10:17,USR000852,Cashfree,Wallet,19075.95,CAPTURED,,insurance,,True,
PG35106583749135,ORD91297048429,2025-11-26 07:45:45,USR000852,Paytm-PG,UPI,4447.21,CAPTURED,,utility,,False,
PG82791541101159,ORD45228752895,2025-01-06 23:48:10,USR000852,Cashfree,UPI,32591.08,CAPTURED,,fd_booking,,False,
PG58614878978558,ORD13841633542,2026-03-19 19:10:14,USR000714,CCAvenue,CC,35441.73,CAPTURED,,fd_booking,RUPAY,False,
PG66990143060375,ORD42682668966,2026-03-02 06:48:10,USR000714,PayU,DC,35446.49,CAPTURED,,ecommerce,RUPAY,False,
PG80546465177781,ORD70966088713,2025-04-21 04:58:14,USR000714,PayU,CC,45459.62,CAPTURED,,insurance,VISA,False,
PG13319605810502,ORD25793923161,2025-04-08 13:48:34,USR000975,HDFC-PG,DC,51151.17,CAPTURED,,investment,RUPAY,False,MND3325295626
PG81688645237959,ORD72775649207,2025-11-07 06:43:11,USR000975,CCAvenue,UPI,74140.23,CAPTURED,,fd_booking,,True,
PG98471749098713,ORD84293880949,2026-01-13 23:56:21,USR000975,BillDesk,UPI,27686.04,CAPTURED,,fd_booking,,False,
PG85729145111934,ORD90413825662,2025-02-05 12:24:50,USR000975,Cashfree,UPI,30887.9,CAPTURED,,insurance,,True,
PG68124858627988,ORD60352641499,2025-04-24 04:05:42,USR000975,BillDesk,Wallet,73767.44,CAPTURED,,recharge,,False,
PG79756296686254,ORD28257175716,2026-02-18 00:58:54,USR000975,Cashfree,Wallet,8225.16,CAPTURED,,insurance,,False,
PG83312645083153,ORD82456768173,2025-02-11 04:12:17,USR000975,Razorpay,UPI,52215.29,CAPTURED,,ecommerce,,False,
PG85222557558180,ORD74980398814,2025-04-08 11:13:12,USR000422,Razorpay,NB,13130.56,CAPTURED,,investment,,False,
PG72312192351067,ORD56755544519,2025-04-29 06:58:16,USR000422,BillDesk,UPI,35920.47,CAPTURED,,utility,,False,MND3784592629
PG48089288370661,ORD49995012546,2025-05-01 22:27:07,USR000422,BillDesk,UPI,43723.86,FAILED,INSUFFICIENT_BALANCE,fd_booking,,False,
PG86474711145142,ORD12016772808,2025-02-19 13:13:31,USR000422,BillDesk,NB,30444.63,CAPTURED,,investment,,True,
PG83742981232131,ORD48171963516,2025-04-29 21:48:12,USR000422,PayU,CC,15770.19,CAPTURED,,recharge,MC,False,
PG51411355387631,ORD31172029219,2025-06-08 05:43:39,USR000422,HDFC-PG,UPI,7246.27,CAPTURED,,recharge,,False,
PG48318199335183,ORD35087540227,2025-01-23 13:15:48,USR000422,HDFC-PG,UPI,21539.84,CAPTURED,,utility,,False,
PG24523472758649,ORD77088455983,2026-01-23 20:33:27,USR000422,HDFC-PG,UPI,13697.28,CAPTURED,,utility,,False,
PG79599283813864,ORD93709882979,2025-06-23 23:57:37,USR000422,CCAvenue,DC,54446.15,FAILED,AUTH_TIMEOUT,insurance,VISA,False,
PG45293865368957,ORD58968745451,2025-04-08 09:31:54,USR000339,CCAvenue,CC,10912.35,CAPTURED,,investment,AMEX,True,MND8576709821
PG28428855420381,ORD80886938455,2025-12-08 01:50:31,USR000339,Razorpay,UPI,60082.2,CAPTURED,,utility,,False,
PG27239770808048,ORD50439110670,2025-02-01 05:00:44,USR000339,Razorpay,UPI,33227.1,CAPTURED,,utility,,True,
PG76321428099869,ORD56112092428,2025-04-01 01:38:26,USR000339,Cashfree,UPI,14663.86,CAPTURED,,utility,,False,
PG53041009756620,ORD33993182010,2025-04-15 09:46:25,USR000339,Cashfree,NB,59414.11,CAPTURED,,utility,,False,MND4685771945
PG79174801861560,ORD94454144015,2026-02-04 13:57:23,USR000339,CCAvenue,EMI,69155.24,CAPTURED,,fd_booking,,True,MND7401929374
PG75904616300853,ORD87012876883,2025-01-09 13:23:50,USR000339,PayU,EMI,13240.09,CAPTURED,,ecommerce,,False,MND4636132612
PG24672943839171,ORD98376912722,2026-01-03 09:06:18,USR000339,Paytm-PG,UPI,69279.07,CAPTURED,,fd_booking,,False,MND2882477364
PG63367900164459,ORD70324490333,2025-02-18 03:47:42,USR000339,Paytm-PG,UPI,8188.35,CAPTURED,,investment,,False,MND7721324541
PG30607100597295,ORD58491556642,2025-06-15 05:00:16,USR000339,Razorpay,UPI,53226.32,CAPTURED,,ecommerce,,True,
PG32650380412623,ORD69047131200,2026-02-17 09:16:06,USR000339,Cashfree,UPI,66252.11,CAPTURED,,insurance,,False,
PG66806324262748,ORD41388480879,2025-09-19 17:43:03,USR000134,PayU,UPI,16997.02,CAPTURED,,recharge,,False,
PG78456383164050,ORD55502177473,2025-11-07 10:24:42,USR000134,PayU,UPI,17149.03,CAPTURED,,ecommerce,,False,
PG39635182365297,ORD37369747768,2025-09-04 08:05:01,USR000134,Paytm-PG,UPI,19108.42,CAPTURED,,utility,,False,
PG32107207943620,ORD28144816799,2025-08-20 03:17:08,USR000134,PayU,UPI,70910.71,FAILED,ISSUER_DECLINED,investment,,False,
PG35896345107898,ORD45635779337,2025-11-02 11:09:44,USR000134,Razorpay,NB,53248.79,CAPTURED,,investment,,False,MND9099896753
PG85062013152299,ORD72839398765,2025-09-14 05:10:39,USR000134,Cashfree,UPI,12775.84,CAPTURED,,insurance,,False,
PG16298608958526,ORD34636458643,2025-04-24 13:52:11,USR000134,Paytm-PG,DC,26730.25,REFUNDED,,insurance,AMEX,False,MND2834294279
PG28885886117598,ORD34962656298,2025-09-11 20:10:00,USR000134,Paytm-PG,NB,62260.14,CAPTURED,,utility,,False,MND3867760717
PG17037936257656,ORD58231828302,2025-07-30 16:19:34,USR000134,Cashfree,UPI,52520.44,CAPTURED,,utility,,False,MND4459971804
PG64558930921249,ORD86866418293,2025-08-28 04:20:37,USR000134,PayU,DC,45966.68,CAPTURED,,fd_booking,RUPAY,False,
PG47924696988924,ORD36744010090,2026-04-18 22:47:16,USR000292,HDFC-PG,NB,10494.42,FAILED,CARD_BLOCKED,insurance,,True,
PG42800275283272,ORD63725762391,2025-11-23 19:53:09,USR000292,Cashfree,UPI,17269.17,CAPTURED,,recharge,,False,
PG65158636985499,ORD51046260506,2025-04-05 22:41:22,USR000292,CCAvenue,NB,46712.37,CAPTURED,,fd_booking,,False,
PG77152774100183,ORD22755442814,2025-09-07 06:22:52,USR000813,CCAvenue,CC,68691.42,CAPTURED,,ecommerce,AMEX,False,
PG80426909722688,ORD37909054655,2025-05-17 17:01:29,USR000813,HDFC-PG,UPI,54390.44,CAPTURED,,utility,,False,
PG14475680834057,ORD53756157767,2025-04-12 23:20:49,USR000813,BillDesk,UPI,20228.36,CAPTURED,,investment,,False,MND5679099603
PG18617810822240,ORD53842950673,2026-04-08 23:06:25,USR000813,PayU,UPI,23338.51,CAPTURED,,insurance,,False,MND2167539658
PG55202770725445,ORD62309898369,2026-01-01 11:24:07,USR000813,BillDesk,CC,68404.14,CAPTURED,,insurance,VISA,False,
PG82251213590483,ORD12604611463,2026-02-08 07:08:07,USR000813,Paytm-PG,DC,39333.11,CAPTURED,,fd_booking,AMEX,True,
PG62992604672646,ORD51043886108,2025-11-30 19:51:34,USR000813,PayU,UPI,60852.67,CAPTURED,,recharge,,False,
PG69467998493384,ORD39479610742,2026-02-17 09:17:25,USR000813,HDFC-PG,UPI,50562.67,CAPTURED,,utility,,True,
PG59037513819206,ORD61647063274,2025-01-06 16:15:21,USR000813,HDFC-PG,DC,74511.68,CAPTURED,,recharge,VISA,False,MND4530228189
PG62122709353052,ORD31693195807,2025-05-09 07:15:09,USR000813,Razorpay,UPI,61067.64,CAPTURED,,ecommerce,,True,
PG10377523429413,ORD95544324044,2025-02-16 02:47:00,USR000813,BillDesk,DC,68403.25,CAPTURED,,insurance,RUPAY,False,MND1053591016
PG34515394454205,ORD70247986195,2025-08-19 22:34:51,USR000813,PayU,NB,35577.2,CAPTURED,,recharge,,False,
PG10214065748711,ORD12654345160,2026-03-07 05:01:22,USR000767,Paytm-PG,UPI,63185.26,CAPTURED,,ecommerce,,True,MND9140279227
PG18457363787370,ORD64393072304,2025-07-02 20:19:04,USR000767,PayU,NB,24371.67,CAPTURED,,investment,,False,MND7323245053
PG53047555487026,ORD29772508884,2025-08-29 03:44:41,USR000767,BillDesk,UPI,37814.07,CAPTURED,,recharge,,False,MND1496442494
PG24709981075410,ORD32231395347,2025-05-06 20:40:22,USR000767,CCAvenue,UPI,40045.03,CAPTURED,,recharge,,False,MND3459474514
PG32888694733181,ORD17256096908,2025-09-27 10:22:37,USR000767,PayU,UPI,72362.6,FAILED,AUTH_TIMEOUT,recharge,,False,
PG40598547603424,ORD77368770023,2025-09-22 13:25:40,USR000767,BillDesk,NB,54542.96,CAPTURED,,recharge,,True,MND7675717185
PG30720632534558,ORD94633533813,2026-03-05 11:06:28,USR000767,Razorpay,UPI,48973.88,CAPTURED,,ecommerce,,False,
PG46614686055227,ORD49817060598,2026-01-18 20:20:35,USR000516,Paytm-PG,UPI,12463.49,CAPTURED,,recharge,,False,
PG78226551717180,ORD63957905740,2026-04-25 13:01:34,USR000516,Paytm-PG,UPI,31854.52,CAPTURED,,ecommerce,,False,
PG58103786486271,ORD82539386332,2025-07-01 00:58:58,USR000516,Cashfree,UPI,20213.46,CAPTURED,,investment,,False,
PG83367413385572,ORD51397552122,2025-01-12 04:55:14,USR000460,BillDesk,NB,54212.72,CAPTURED,,ecommerce,,True,
PG29769283005675,ORD70585250523,2025-07-15 07:02:11,USR000460,BillDesk,CC,48574.4,CAPTURED,,ecommerce,RUPAY,False,
PG23312909322779,ORD64778255706,2025-01-30 18:11:05,USR000460,Paytm-PG,NB,48574.24,CAPTURED,,fd_booking,,False,
PG94044161871448,ORD84776953060,2025-06-08 18:28:38,USR000460,BillDesk,CC,13751.43,CAPTURED,,investment,VISA,False,
PG66994779243115,ORD49837206742,2025-11-29 14:38:38,USR000460,CCAvenue,CC,21555.81,CAPTURED,,utility,AMEX,False,
PG13717369950702,ORD89478602680,2025-06-20 15:21:43,USR000460,Razorpay,NB,7794.23,AUTHORIZED,3DS_FAIL,recharge,,False,
PG13232059430839,ORD37407058332,2026-01-07 06:50:42,USR000460,CCAvenue,UPI,59687.6,CAPTURED,,investment,,False,
PG82295060002880,ORD63195264071,2025-08-07 03:16:47,USR000460,BillDesk,NB,48945.04,CAPTURED,,ecommerce,,False,
PG98573439616585,ORD52379512747,2025-12-27 10:40:23,USR000460,PayU,NB,33130.68,CAPTURED,,utility,,False,
PG41401004049660,ORD54765356971,2026-01-16 15:53:49,USR000933,PayU,Wallet,19287.19,CAPTURED,,ecommerce,,False,MND9760825248
PG35591402308557,ORD51044776160,2025-03-29 07:53:28,USR000933,Razorpay,CC,18499.3,CAPTURED,,investment,AMEX,False,
PG16318080816870,ORD65512581233,2025-01-12 17:22:57,USR000933,BillDesk,Wallet,39982.11,REFUNDED,,recharge,,False,
PG46707888954186,ORD61203571375,2025-03-27 20:22:49,USR000933,BillDesk,UPI,61141.32,CAPTURED,,recharge,,False,
PG88853303362983,ORD59747716245,2025-08-12 22:38:50,USR000933,PayU,NB,36278.87,CAPTURED,,utility,,False,
PG84312035282201,ORD37723338780,2025-08-24 16:17:35,USR000933,BillDesk,Wallet,6928.67,CAPTURED,,fd_booking,,False,
PG29795349998681,ORD75306300078,2025-12-30 08:10:28,USR000933,CCAvenue,UPI,53041.73,CAPTURED,,ecommerce,,False,MND8158671954
PG23856499277819,ORD30528124969,2026-04-01 05:07:45,USR000933,BillDesk,UPI,25717.88,AUTHORIZED,INSUFFICIENT_BALANCE,investment,,False,MND1647113984
PG46031580498527,ORD17737471456,2025-11-17 19:23:04,USR000933,Razorpay,UPI,44285.33,CAPTURED,,insurance,,False,
PG66303261395349,ORD65412597791,2025-05-04 02:50:39,USR000529,Cashfree,DC,54333.71,CAPTURED,,ecommerce,VISA,False,MND5988077493
PG70617566244371,ORD12440803169,2026-04-07 14:31:52,USR000529,Cashfree,UPI,1514.28,CAPTURED,,ecommerce,,False,
PG93728582481820,ORD64254821389,2025-08-02 17:51:51,USR000830,BillDesk,UPI,25488.01,CAPTURED,,fd_booking,,False,
PG27288642833807,ORD55667233253,2025-05-28 21:46:59,USR000830,PayU,CC,66423.22,FAILED,3DS_FAIL,insurance,RUPAY,False,
PG71807477880817,ORD95459383381,2025-01-10 11:14:18,USR000830,Cashfree,NB,9730.43,FAILED,FRAUD_FLAG,fd_booking,,False,
PG41987697548219,ORD56643906113,2025-06-08 20:25:38,USR000830,Paytm-PG,UPI,62455.36,AUTHORIZED,FRAUD_FLAG,investment,,False,MND9764045987
PG99662037380701,ORD75084353303,2026-03-29 16:28:38,USR000830,Paytm-PG,DC,40293.6,CAPTURED,,fd_booking,VISA,False,
PG42449516559433,ORD70412830070,2025-05-01 23:53:34,USR000830,HDFC-PG,UPI,53295.46,CAPTURED,,recharge,,False,
PG71794142063002,ORD99116523168,2025-10-09 09:57:22,USR000830,Razorpay,NB,47378.6,CAPTURED,,investment,,False,
PG14033480094925,ORD86575025737,2026-02-14 07:33:21,USR000830,PayU,UPI,7313.72,CAPTURED,,fd_booking,,False,
PG29335830589077,ORD36286551509,2025-10-09 09:19:18,USR000830,Razorpay,UPI,38553.14,CAPTURED,,insurance,,False,
PG23575054574668,ORD26514310909,2026-01-02 15:50:56,USR000830,CCAvenue,CC,56886.96,FAILED,CARD_BLOCKED,utility,RUPAY,False,
PG73349431781893,ORD75191985978,2025-06-13 08:51:32,USR000830,Paytm-PG,EMI,49813.51,CAPTURED,,insurance,,False,
PG89178267279636,ORD19819759519,2025-04-01 17:49:08,USR000830,PayU,NB,57856.3,CAPTURED,,investment,,False,
PG87309614149246,ORD25628080209,2026-01-07 15:58:07,USR000818,BillDesk,UPI,12685.08,CAPTURED,,recharge,,False,
PG98249200636918,ORD57702255003,2025-03-13 15:37:16,USR000818,Razorpay,DC,49443.0,CAPTURED,,utility,VISA,True,
PG70711856671205,ORD19911410518,2026-04-15 15:52:12,USR000818,PayU,UPI,43468.84,CAPTURED,,utility,,False,
PG89531138490612,ORD68370529491,2026-04-26 00:16:07,USR000818,BillDesk,UPI,64261.99,CAPTURED,,recharge,,False,
PG96327723620482,ORD86656520443,2026-03-22 23:04:38,USR000818,CCAvenue,DC,74668.28,CAPTURED,,recharge,AMEX,True,
PG18719088055060,ORD24317074065,2025-07-30 23:46:39,USR000818,Razorpay,UPI,12329.66,CAPTURED,,fd_booking,,False,
PG52565407316510,ORD44942205545,2025-02-16 14:29:10,USR000818,BillDesk,UPI,1407.65,CAPTURED,,recharge,,False,
PG45855844920063,ORD93914598040,2026-01-28 03:33:21,USR000818,Cashfree,UPI,33487.44,CAPTURED,,fd_booking,,False,
PG49793115407202,ORD58972868642,2025-05-04 22:01:54,USR000818,Cashfree,UPI,39908.09,CAPTURED,,insurance,,False,
PG74767511758307,ORD14581412335,2025-09-10 11:59:43,USR000818,CCAvenue,UPI,20325.14,CAPTURED,,utility,,False,MND2078797062
