fd_id,user_id,partner_bank,product_type,principal_inr,tenor_days,interest_rate_pa,compounding,booked_at,maturity_date,maturity_amount,status,auto_renew,nominee_added,tds_applicable,source_channel,language_at_booking
FD857966787,USR000250,AXIS,CALLABLE,8000.0,174,6.5,AT_MATURITY,2025-05-31 00:00:00,2025-11-21,8247.89,ACTIVE,False,True,False,WhatsApp,hi
FD529004509,USR000313,SBIN,SWEEP_FD,46000.0,257,8.01,AT_MATURITY,2025-05-19 00:00:00,2026-01-31,48594.36,ACTIVE,False,True,True,Google Ads,hi
FD308505931,USR000827,BARB,NON_CALLABLE,95100.0,1667,8.04,QUARTERLY,2026-03-02 00:00:00,2030-09-24,130020.41,ACTIVE,False,False,True,Influencer-YT,te
FD470332379,USR000827,BARB,SENIOR_CITIZEN,45900.0,841,8.09,QUARTERLY,2025-12-15 00:00:00,2028-04-04,54455.87,ACTIVE,False,True,True,Influencer-YT,te
FD879828706,USR000323,PUNB,REGULAR_FD,53900.0,485,6.83,MONTHLY,2025-11-14 00:00:00,2027-03-14,58791.68,ACTIVE,False,True,True,Email,bn
FD811310565,USR000159,RBL,SENIOR_CITIZEN,25700.0,2856,8.71,AT_MATURITY,2025-02-14 00:00:00,2032-12-10,43215.26,ACTIVE,True,True,False,Email,en
FD285061213,USR000203,YESB,SWEEP_FD,14800.0,189,7.83,AT_MATURITY,2025-01-31 00:00:00,2025-08-08,15400.06,PREMATURE_WITHDRAWN,False,True,False,Organic search,mr
FD593943610,USR000577,BARB,CALLABLE,32400.0,358,6.53,MONTHLY,2025-02-17 00:00:00,2026-02-10,34475.14,ACTIVE,True,False,False,Direct,bn
FD765122432,USR000560,HDFC,SWEEP_FD,16400.0,367,6.63,AT_MATURITY,2025-01-12 00:00:00,2026-01-14,17493.28,ACTIVE,False,True,False,Influencer-YT,hi
FD368971792,USR000622,ICIC,CALLABLE,49300.0,204,5.79,QUARTERLY,2025-02-05 00:00:00,2025-08-28,50895.38,ACTIVE,True,True,True,Organic search,en
FD980670989,USR000423,HDFC,REGULAR_FD,20900.0,174,6.9,QUARTERLY,2026-01-23 00:00:00,2026-07-16,21587.47,ACTIVE,True,True,False,Email,en
FD401560439,USR000423,HDFC,CALLABLE,468400.0,93,5.9,MONTHLY,2026-01-29 00:00:00,2026-05-02,475441.4,ACTIVE,False,False,True,Email,en
FD487080882,USR000690,AXIS,CALLABLE,18800.0,642,6.47,QUARTERLY,2025-01-18 00:00:00,2026-10-22,20939.46,ACTIVE,False,False,False,Direct,kn
FD923630510,USR000690,AXIS,SWEEP_FD,10900.0,1727,6.64,MONTHLY,2025-09-03 00:00:00,2030-05-27,14324.48,CANCELLED,True,True,False,Direct,kn
FD845895243,USR000458,SBIN,SWEEP_FD,344100.0,339,6.85,QUARTERLY,2025-09-26 00:00:00,2026-08-31,365991.83,ACTIVE,True,True,True,Email,kn
FD906400224,USR000068,AXIS,SENIOR_CITIZEN,1543600.0,3253,8.13,QUARTERLY,2025-05-12 00:00:00,2034-04-08,2662049.85,ACTIVE,False,True,True,WhatsApp,en
FD819271322,USR000068,AXIS,SWEEP_FD,12400.0,1683,6.16,AT_MATURITY,2025-07-17 00:00:00,2030-02-24,15922.03,CANCELLED,True,True,False,WhatsApp,en
FD869521205,USR000407,PUNB,SENIOR_CITIZEN,240300.0,353,5.52,MONTHLY,2026-03-24 00:00:00,2027-03-12,253128.46,ACTIVE,True,True,True,Meta Ads,en
FD318489185,USR000407,PUNB,REGULAR_FD,75000.0,86,6.73,MONTHLY,2025-10-28 00:00:00,2026-01-22,76189.27,PREMATURE_WITHDRAWN,False,True,True,Meta Ads,en
FD101870675,USR000407,PUNB,NON_CALLABLE,64000.0,259,7.73,AT_MATURITY,2025-12-13 00:00:00,2026-08-29,67510.48,ACTIVE,True,True,True,Meta Ads,en
FD718389112,USR000045,BARB,TAX_SAVER_5Y,256600.0,74,7.41,QUARTERLY,2025-08-31 00:00:00,2025-11-13,260454.91,PREMATURE_WITHDRAWN,True,False,True,Organic search,en
FD615129578,USR000935,PUNB,CALLABLE,219100.0,128,7.95,QUARTERLY,2025-10-04 00:00:00,2026-02-09,225208.39,ACTIVE,True,True,True,Organic search,hi
FD773911989,USR000376,PUNB,REGULAR_FD,25700.0,128,7.4,MONTHLY,2025-06-19 00:00:00,2025-10-25,26366.93,ACTIVE,False,False,False,Influencer-IG,ta
FD897156177,USR000376,PUNB,TAX_SAVER_5Y,93400.0,362,7.48,MONTHLY,2025-06-24 00:00:00,2026-06-21,100328.9,MATURED,False,False,True,Influencer-IG,ta
FD228338699,USR000633,YESB,REGULAR_FD,13500.0,284,8.6,AT_MATURITY,2025-08-20 00:00:00,2026-05-31,14403.35,ACTIVE,True,False,False,Influencer-IG,hi
FD611242070,USR000260,KOTK,NON_CALLABLE,888800.0,221,7.03,QUARTERLY,2026-04-16 00:00:00,2026-11-23,926631.95,ACTIVE,False,True,True,Direct,en
FD472211169,USR000772,CANB,TAX_SAVER_5Y,226500.0,179,6.58,MONTHLY,2026-03-04 00:00:00,2026-08-30,233808.94,ACTIVE,False,True,True,Direct,hi
FD551023085,USR000889,IDFC,SWEEP_FD,85800.0,13,7.98,AT_MATURITY,2025-05-11 00:00:00,2025-05-24,86043.86,ACTIVE,True,True,True,Organic search,en
FD758717382,USR000167,RBL,NON_CALLABLE,50500.0,368,7.62,QUARTERLY,2025-07-16 00:00:00,2026-07-19,54379.73,ACTIVE,True,False,True,Direct,hi
FD574404760,USR000834,YESB,TAX_SAVER_5Y,301700.0,1324,7.25,MONTHLY,2025-11-16 00:00:00,2029-07-02,381042.97,CANCELLED,False,True,True,Google Ads,en
FD918763319,USR000442,KOTK,TAX_SAVER_5Y,135900.0,169,7.91,AT_MATURITY,2025-07-31 00:00:00,2026-01-16,140877.25,ACTIVE,True,True,True,Google Ads,en
FD544564438,USR000819,HDFC,TAX_SAVER_5Y,320400.0,20,6.36,MONTHLY,2025-07-18 00:00:00,2025-08-07,321516.57,ACTIVE,True,True,True,Influencer-YT,hi
FD588621818,USR000971,CANB,CALLABLE,78600.0,1760,7.28,QUARTERLY,2025-03-04 00:00:00,2029-12-28,106191.4,MATURED,True,True,True,Influencer-IG,en
FD773507755,USR000897,ICIC,SWEEP_FD,14700.0,43,7.52,QUARTERLY,2026-04-14 00:00:00,2026-05-27,14830.23,ACTIVE,True,True,False,Email,te
FD913986817,USR000887,KOTK,CALLABLE,418700.0,537,8.65,AT_MATURITY,2025-05-31 00:00:00,2026-11-19,471984.45,ACTIVE,True,False,True,Google Ads,hi
FD486299563,USR000887,KOTK,SENIOR_CITIZEN,18800.0,94,6.46,AT_MATURITY,2026-03-01 00:00:00,2026-06-03,19112.77,PREMATURE_WITHDRAWN,False,True,False,Google Ads,hi
FD766631848,USR000996,YESB,REGULAR_FD,94900.0,349,8.67,QUARTERLY,2026-03-03 00:00:00,2027-02-15,102767.16,ACTIVE,True,True,True,Google Ads,en
FD678700150,USR000996,YESB,TAX_SAVER_5Y,187400.0,679,8.47,MONTHLY,2025-12-16 00:00:00,2027-10-26,216927.72,ACTIVE,True,True,True,Google Ads,en
FD415446972,USR000104,KOTK,NON_CALLABLE,22500.0,58,6.37,QUARTERLY,2025-05-15 00:00:00,2025-07-12,22727.75,PREMATURE_WITHDRAWN,False,True,False,Meta Ads,en
FD207633497,USR000104,KOTK,SWEEP_FD,65500.0,158,7.08,AT_MATURITY,2026-02-18 00:00:00,2026-07-26,67507.42,ACTIVE,False,True,True,Meta Ads,en
FD936145731,USR000849,YESB,NON_CALLABLE,16600.0,36,7.67,QUARTERLY,2026-05-05 00:00:00,2026-06-10,16725.58,MATURED,True,True,False,Organic search,en
FD307022917,USR000831,IDFC,SENIOR_CITIZEN,16700.0,1082,8.35,AT_MATURITY,2026-03-22 00:00:00,2029-03-08,20833.68,ACTIVE,False,False,False,Google Ads,en
FD485789906,USR000831,IDFC,SENIOR_CITIZEN,14700.0,1402,6.14,QUARTERLY,2026-01-29 00:00:00,2029-12-01,18166.9,ACTIVE,True,True,False,Google Ads,en
FD762554309,USR000831,IDFC,CALLABLE,8100.0,3161,7.07,MONTHLY,2025-10-19 00:00:00,2034-06-15,13059.48,MATURED,True,True,False,Google Ads,en
FD429307071,USR000735,PUNB,REGULAR_FD,65100.0,62,8.18,QUARTERLY,2026-04-25 00:00:00,2026-06-26,66004.55,ACTIVE,False,False,True,Meta Ads,en
FD385442570,USR000735,PUNB,SENIOR_CITIZEN,11700.0,141,7.54,QUARTERLY,2025-07-14 00:00:00,2025-12-02,12040.79,ACTIVE,True,False,False,Meta Ads,en
FD451827516,USR000332,HDFC,CALLABLE,8700.0,362,6.04,AT_MATURITY,2025-02-13 00:00:00,2026-02-10,9221.16,ACTIVE,False,True,False,Direct,bn
FD449928301,USR000353,SBIN,NON_CALLABLE,873200.0,394,8.9,QUARTERLY,2026-01-25 00:00:00,2027-02-23,957089.4,ACTIVE,False,True,True,Referral,mr
FD948472211,USR000353,SBIN,SENIOR_CITIZEN,20800.0,11,7.77,MONTHLY,2025-05-03 00:00:00,2025-05-14,20848.71,ACTIVE,False,True,False,Referral,mr
FD559780763,USR000036,SBIN,REGULAR_FD,85400.0,29,7.39,MONTHLY,2025-03-15 00:00:00,2025-04-13,85901.43,ACTIVE,True,True,True,Referral,hi
FD472477125,USR000552,BARB,CALLABLE,134200.0,158,6.56,QUARTERLY,2025-03-25 00:00:00,2025-08-30,138010.84,ACTIVE,True,True,True,Organic search,en
FD326409716,USR000601,PUNB,REGULAR_FD,82000.0,132,6.68,AT_MATURITY,2025-02-17 00:00:00,2025-06-29,83980.94,ACTIVE,True,False,True,Email,en
FD150706111,USR000617,RBL,SENIOR_CITIZEN,1235400.0,60,8.09,MONTHLY,2025-12-28 00:00:00,2026-02-26,1251829.13,ACTIVE,False,False,True,Organic search,en
FD647248691,USR000214,RBL,TAX_SAVER_5Y,152700.0,2791,8.49,QUARTERLY,2025-04-26 00:00:00,2032-12-16,251831.96,MATURED,True,True,True,Influencer-YT,mr
FD106882076,USR000692,KOTK,TAX_SAVER_5Y,7000.0,120,5.78,AT_MATURITY,2025-06-08 00:00:00,2025-10-06,7133.02,ACTIVE,False,True,False,Google Ads,te
FD834815396,USR000439,INDB,REGULAR_FD,98900.0,243,8.19,AT_MATURITY,2026-01-06 00:00:00,2026-09-06,104292.54,ACTIVE,False,True,True,Direct,en
FD759118493,USR000439,INDB,SENIOR_CITIZEN,46200.0,3157,6.29,QUARTERLY,2025-04-02 00:00:00,2033-11-23,71334.74,ACTIVE,True,True,True,Direct,en
FD345603079,USR000400,ICIC,TAX_SAVER_5Y,13900.0,262,5.79,AT_MATURITY,2025-08-25 00:00:00,2026-05-14,14477.7,MATURED,True,False,False,WhatsApp,bn
FD546429754,USR000572,KOTK,NON_CALLABLE,97500.0,321,8.08,AT_MATURITY,2025-01-31 00:00:00,2025-12-18,104428.32,ACTIVE,True,True,True,Influencer-YT,hi
FD531552342,USR000783,PUNB,CALLABLE,22100.0,1530,7.75,AT_MATURITY,2025-03-01 00:00:00,2029-05-09,29279.47,ACTIVE,True,True,False,Organic search,hi
FD798538135,USR000594,ICIC,NON_CALLABLE,5100.0,1359,8.77,AT_MATURITY,2026-04-29 00:00:00,2030-01-17,6765.31,PREMATURE_WITHDRAWN,True,True,False,Referral,hi
FD144700638,USR000757,IDFC,SENIOR_CITIZEN,22700.0,22,6.63,AT_MATURITY,2025-09-01 00:00:00,2025-09-23,22790.71,MATURED,False,True,False,Influencer-IG,en
FD299234885,USR000421,ICIC,TAX_SAVER_5Y,11500.0,26,7.66,AT_MATURITY,2025-08-28 00:00:00,2025-09-23,11562.75,ACTIVE,False,True,False,Organic search,kn
FD799872342,USR000050,PUNB,SENIOR_CITIZEN,1856800.0,358,6.54,AT_MATURITY,2025-04-12 00:00:00,2026-04-05,1975905.83,ACTIVE,False,False,True,Referral,en
FD875914441,USR000050,PUNB,REGULAR_FD,98000.0,1960,7.09,AT_MATURITY,2025-07-22 00:00:00,2030-12-03,135310.88,ACTIVE,False,True,True,Referral,en
FD995276244,USR000050,PUNB,SWEEP_FD,12700.0,366,8.09,MONTHLY,2025-01-21 00:00:00,2026-01-22,13730.24,CANCELLED,False,True,False,Referral,en
FD699257786,USR000197,ICIC,SWEEP_FD,470100.0,446,7.6,AT_MATURITY,2026-03-06 00:00:00,2027-05-26,513756.19,MATURED,False,True,True,Referral,te
FD461855199,USR000419,AXIS,CALLABLE,167500.0,523,7.31,MONTHLY,2025-01-07 00:00:00,2026-06-14,185044.5,ACTIVE,False,True,True,Email,kn
FD904352998,USR000054,CANB,NON_CALLABLE,1089000.0,7,7.5,QUARTERLY,2025-06-26 00:00:00,2025-07-03,1090566.37,ACTIVE,True,True,True,Direct,en
FD130433474,USR000054,CANB,TAX_SAVER_5Y,47300.0,1492,6.09,AT_MATURITY,2025-03-15 00:00:00,2029-04-15,59074.82,ACTIVE,False,False,True,Direct,en
FD459558840,USR000013,CANB,CALLABLE,64300.0,188,7.12,AT_MATURITY,2025-10-03 00:00:00,2026-04-09,66658.07,ACTIVE,False,False,True,Direct,en
FD597961561,USR000013,CANB,SWEEP_FD,26200.0,239,7.07,AT_MATURITY,2025-10-29 00:00:00,2026-06-25,27412.9,ACTIVE,False,False,False,Direct,en
FD434712223,USR000738,PUNB,REGULAR_FD,69200.0,174,6.52,QUARTERLY,2025-12-27 00:00:00,2026-06-19,71350.85,ACTIVE,True,True,True,Referral,ta
FD953898261,USR000738,PUNB,SWEEP_FD,65600.0,237,6.32,MONTHLY,2025-02-07 00:00:00,2025-10-02,68292.01,ACTIVE,True,False,True,Referral,ta
FD632123834,USR000208,BARB,TAX_SAVER_5Y,79000.0,1792,9.0,QUARTERLY,2025-12-14 00:00:00,2030-11-10,113907.18,ACTIVE,True,True,True,Direct,hi
FD203282429,USR000929,YESB,TAX_SAVER_5Y,417900.0,109,8.19,MONTHLY,2025-12-14 00:00:00,2026-04-02,428120.92,PREMATURE_WITHDRAWN,True,True,True,Organic search,hi
FD366097217,USR000408,BARB,REGULAR_FD,7800.0,67,8.57,MONTHLY,2025-10-18 00:00:00,2025-12-24,7922.7,ACTIVE,True,True,False,Organic search,mr
FD367673731,USR000658,BARB,NON_CALLABLE,24100.0,47,7.65,AT_MATURITY,2026-04-15 00:00:00,2026-06-01,24337.4,MATURED,True,True,False,Influencer-YT,kn
FD972432544,USR000658,BARB,NON_CALLABLE,286500.0,86,8.32,MONTHLY,2025-09-08 00:00:00,2025-12-03,292116.34,ACTIVE,True,True,True,Influencer-YT,kn
FD949333162,USR000070,BARB,NON_CALLABLE,1529400.0,21,8.69,MONTHLY,2025-12-06 00:00:00,2025-12-27,1537046.58,ACTIVE,False,False,True,Direct,en
FD957758939,USR000879,CANB,TAX_SAVER_5Y,636300.0,2451,8.0,QUARTERLY,2025-01-01 00:00:00,2031-09-18,978123.85,ACTIVE,False,False,True,Influencer-IG,kn
FD275647796,USR000866,HDFC,TAX_SAVER_5Y,494600.0,197,8.18,MONTHLY,2025-08-02 00:00:00,2026-02-15,516436.39,ACTIVE,False,True,True,WhatsApp,en
FD780501099,USR000866,HDFC,TAX_SAVER_5Y,6900.0,646,7.05,QUARTERLY,2025-01-24 00:00:00,2026-11-01,7760.95,ACTIVE,True,True,False,WhatsApp,en
FD618868167,USR000476,IDFC,REGULAR_FD,14300.0,760,7.96,QUARTERLY,2025-03-19 00:00:00,2027-04-18,16670.12,ACTIVE,False,True,False,Influencer-IG,kn
FD435676394,USR000476,IDFC,TAX_SAVER_5Y,35200.0,71,7.14,QUARTERLY,2025-08-01 00:00:00,2025-10-11,35688.88,ACTIVE,False,True,False,Influencer-IG,kn
FD114141612,USR000478,RBL,SENIOR_CITIZEN,92600.0,84,7.61,MONTHLY,2025-12-17 00:00:00,2026-03-11,94221.74,PREMATURE_WITHDRAWN,True,True,True,Google Ads,en
FD748040798,USR000285,SBIN,TAX_SAVER_5Y,341000.0,159,6.69,AT_MATURITY,2025-11-26 00:00:00,2026-05-04,350937.67,ACTIVE,False,True,True,Meta Ads,en
FD966957921,USR000960,BARB,SENIOR_CITIZEN,11000.0,2598,6.7,MONTHLY,2025-07-13 00:00:00,2032-08-23,16245.82,ACTIVE,False,True,False,Direct,hi
FD959051171,USR000282,IDFC,TAX_SAVER_5Y,343600.0,123,6.19,AT_MATURITY,2025-01-02 00:00:00,2025-05-05,350767.31,ACTIVE,False,True,True,Google Ads,hi
FD952694628,USR000066,SBIN,CALLABLE,27700.0,125,5.58,AT_MATURITY,2025-01-28 00:00:00,2025-06-02,28229.34,MATURED,True,True,False,Influencer-IG,ta
FD327481765,USR000517,KOTK,SWEEP_FD,487100.0,306,7.49,QUARTERLY,2025-04-04 00:00:00,2026-02-04,517686.41,ACTIVE,True,True,True,Organic search,bn
FD107257759,USR000517,KOTK,SWEEP_FD,296100.0,85,6.33,QUARTERLY,2025-11-25 00:00:00,2026-02-18,300464.84,ACTIVE,True,False,True,Organic search,bn
FD200420166,USR000903,HDFC,NON_CALLABLE,38200.0,1402,7.82,QUARTERLY,2026-02-23 00:00:00,2029-12-26,49674.28,ACTIVE,False,True,False,Direct,bn
FD295860088,USR000903,HDFC,SWEEP_FD,67800.0,307,5.74,AT_MATURITY,2025-08-26 00:00:00,2026-06-29,71073.31,ACTIVE,True,True,True,Direct,bn
FD627190735,USR000706,YESB,CALLABLE,172200.0,1932,6.05,AT_MATURITY,2026-02-10 00:00:00,2031-05-27,227344.57,ACTIVE,True,False,True,Influencer-YT,en
FD956433061,USR000106,SBIN,TAX_SAVER_5Y,20900.0,720,8.68,QUARTERLY,2025-07-28 00:00:00,2027-07-18,24478.54,ACTIVE,False,False,False,Influencer-IG,bn
FD396318141,USR000059,AXIS,CALLABLE,19700.0,2498,9.22,QUARTERLY,2026-01-06 00:00:00,2032-11-08,32130.73,PREMATURE_WITHDRAWN,False,True,False,Direct,en
FD419945486,USR000059,AXIS,TAX_SAVER_5Y,396300.0,12,7.18,MONTHLY,2025-07-23 00:00:00,2025-08-04,397235.49,ACTIVE,True,True,True,Direct,en
FD976532596,USR000520,INDB,TAX_SAVER_5Y,8400.0,66,8.42,QUARTERLY,2025-08-05 00:00:00,2025-10-10,8527.89,ACTIVE,False,True,False,Meta Ads,en
FD591053080,USR000520,INDB,SWEEP_FD,16500.0,75,7.51,MONTHLY,2026-02-03 00:00:00,2026-04-19,16754.62,ACTIVE,True,True,False,Meta Ads,en
FD135930663,USR000520,INDB,SWEEP_FD,25000.0,488,8.86,AT_MATURITY,2026-01-05 00:00:00,2027-05-08,27961.42,ACTIVE,False,True,False,Meta Ads,en
FD917804312,USR000200,AXIS,CALLABLE,462300.0,525,6.14,MONTHLY,2025-04-26 00:00:00,2026-10-03,503128.06,PREMATURE_WITHDRAWN,True,True,True,Influencer-IG,te
FD573683069,USR000559,SBIN,SENIOR_CITIZEN,56500.0,1430,8.11,AT_MATURITY,2025-10-21 00:00:00,2029-09-20,74451.98,ACTIVE,True,True,True,Direct,en
FD452867454,USR000908,CANB,TAX_SAVER_5Y,17700.0,36,7.66,QUARTERLY,2026-02-19 00:00:00,2026-03-27,17833.72,ACTIVE,False,False,False,Influencer-YT,en
FD449381755,USR000908,CANB,CALLABLE,81200.0,69,6.6,MONTHLY,2025-07-31 00:00:00,2025-10-08,82213.11,ACTIVE,True,True,True,Influencer-YT,en
FD404722145,USR000443,AXIS,NON_CALLABLE,20400.0,1738,7.88,AT_MATURITY,2026-02-08 00:00:00,2030-11-12,28054.44,ACTIVE,True,True,False,Direct,hi
FD738895793,USR000110,AXIS,SWEEP_FD,40600.0,71,6.6,MONTHLY,2025-04-07 00:00:00,2025-06-17,41121.24,ACTIVE,True,True,True,Google Ads,bn
FD948048795,USR000110,AXIS,SWEEP_FD,351200.0,409,6.16,QUARTERLY,2026-03-09 00:00:00,2027-04-22,375441.84,ACTIVE,True,False,True,Google Ads,bn
FD896963742,USR000110,AXIS,SENIOR_CITIZEN,26400.0,140,7.38,MONTHLY,2025-07-31 00:00:00,2025-12-18,27147.3,ACTIVE,False,True,False,Google Ads,bn
FD547698638,USR000046,BARB,SENIOR_CITIZEN,414900.0,24,8.06,AT_MATURITY,2025-01-05 00:00:00,2025-01-29,417098.86,ACTIVE,False,True,True,Referral,hi
FD530863713,USR000822,INDB,NON_CALLABLE,15000.0,1408,6.23,QUARTERLY,2025-06-21 00:00:00,2029-04-29,18604.87,ACTIVE,False,True,False,Influencer-IG,en
FD631443570,USR000822,INDB,TAX_SAVER_5Y,47100.0,290,7.44,MONTHLY,2025-06-24 00:00:00,2026-04-10,49884.19,ACTIVE,False,False,True,Influencer-IG,en
FD537790241,USR000071,PUNB,SWEEP_FD,9700.0,1142,8.68,QUARTERLY,2025-05-15 00:00:00,2028-06-30,12334.3,ACTIVE,False,True,False,Google Ads,en
FD592978287,USR000071,PUNB,SENIOR_CITIZEN,1018600.0,227,7.72,AT_MATURITY,2025-01-30 00:00:00,2025-09-14,1067505.08,CANCELLED,True,True,True,Google Ads,en
FD402209130,USR000670,HDFC,SENIOR_CITIZEN,7600.0,444,8.13,MONTHLY,2025-09-04 00:00:00,2026-11-22,8351.61,PREMATURE_WITHDRAWN,False,False,False,Email,en
FD463217790,USR000670,HDFC,REGULAR_FD,5600.0,626,6.37,MONTHLY,2025-10-30 00:00:00,2027-07-18,6211.8,ACTIVE,False,True,False,Email,en
FD155559482,USR000246,BARB,REGULAR_FD,91200.0,351,7.42,QUARTERLY,2025-09-11 00:00:00,2026-08-28,97707.48,ACTIVE,False,False,True,Google Ads,ta
FD145226434,USR000361,KOTK,CALLABLE,64300.0,45,8.13,MONTHLY,2025-02-27 00:00:00,2025-04-13,64944.5,ACTIVE,False,False,True,Google Ads,ta
FD845481142,USR000687,IDFC,CALLABLE,16200.0,646,7.68,MONTHLY,2025-10-23 00:00:00,2027-07-31,18401.99,ACTIVE,True,True,False,Influencer-IG,ta
FD715904209,USR000752,INDB,NON_CALLABLE,494300.0,126,5.54,QUARTERLY,2025-07-10 00:00:00,2025-11-13,503753.18,ACTIVE,False,True,True,Google Ads,kn
FD401957161,USR000752,INDB,NON_CALLABLE,16400.0,85,8.06,AT_MATURITY,2025-07-09 00:00:00,2025-10-02,16707.83,MATURED,True,False,False,Google Ads,kn
FD625833457,USR000420,SBIN,REGULAR_FD,425800.0,25,7.46,MONTHLY,2026-05-05 00:00:00,2026-05-30,427975.66,ACTIVE,False,True,True,Influencer-IG,mr
FD741939281,USR000420,SBIN,SWEEP_FD,316200.0,11,8.74,QUARTERLY,2025-03-13 00:00:00,2025-03-24,317032.86,ACTIVE,False,True,True,Influencer-IG,mr
FD507029844,USR000723,AXIS,SWEEP_FD,85300.0,158,7.93,MONTHLY,2025-12-31 00:00:00,2026-06-07,88228.1,ACTIVE,False,True,True,Google Ads,en
FD257359231,USR000664,KOTK,SWEEP_FD,41000.0,2787,8.25,AT_MATURITY,2025-02-20 00:00:00,2032-10-08,66827.47,CANCELLED,False,True,True,Influencer-IG,mr
FD385424386,USR000664,KOTK,NON_CALLABLE,22200.0,26,6.3,QUARTERLY,2026-04-24 00:00:00,2026-05-20,22299.63,MATURED,True,False,False,Influencer-IG,mr
FD644116212,USR000223,IDFC,SWEEP_FD,27700.0,563,7.08,AT_MATURITY,2025-02-03 00:00:00,2026-08-20,30725.02,CANCELLED,True,True,False,Direct,en
FD547100719,USR000223,IDFC,CALLABLE,84000.0,291,8.31,AT_MATURITY,2026-02-14 00:00:00,2026-12-02,89565.2,ACTIVE,False,True,True,Direct,en
FD397689778,USR000144,KOTK,SWEEP_FD,93800.0,259,7.6,QUARTERLY,2025-06-20 00:00:00,2026-03-06,98858.52,ACTIVE,False,True,True,Meta Ads,en
FD896357654,USR000144,KOTK,SENIOR_CITIZEN,464800.0,2513,7.2,AT_MATURITY,2025-04-03 00:00:00,2032-02-19,695208.36,ACTIVE,False,False,True,Meta Ads,en
FD337469610,USR000183,INDB,SWEEP_FD,433100.0,23,7.79,QUARTERLY,2025-09-08 00:00:00,2025-10-01,435225.99,ACTIVE,False,True,True,Direct,hi
FD352436101,USR000183,INDB,TAX_SAVER_5Y,265500.0,2581,7.29,MONTHLY,2025-07-04 00:00:00,2032-07-28,402363.36,MATURED,False,True,True,Direct,hi
FD797405330,USR000946,IDFC,REGULAR_FD,13800.0,17,8.13,QUARTERLY,2025-04-26 00:00:00,2025-05-13,13852.25,ACTIVE,False,True,False,Direct,te
FD119539228,USR000946,IDFC,NON_CALLABLE,45200.0,32,5.81,QUARTERLY,2025-07-03 00:00:00,2025-08-04,45430.24,CANCELLED,True,False,True,Direct,te
FD952052832,USR000644,AXIS,TAX_SAVER_5Y,14000.0,1258,7.31,AT_MATURITY,2025-02-22 00:00:00,2028-08-03,17527.23,ACTIVE,True,True,False,Meta Ads,hi
FD560901693,USR000553,ICIC,NON_CALLABLE,62200.0,1784,9.09,AT_MATURITY,2025-07-29 00:00:00,2030-06-17,89834.8,ACTIVE,False,True,True,Google Ads,te
FD335507238,USR000583,HDFC,NON_CALLABLE,11800.0,177,6.55,QUARTERLY,2026-01-31 00:00:00,2026-07-27,12174.8,ACTIVE,True,True,False,Influencer-IG,en
FD811264207,USR000583,HDFC,CALLABLE,112100.0,1613,8.49,AT_MATURITY,2025-05-26 00:00:00,2029-10-25,154158.6,ACTIVE,True,True,True,Influencer-IG,en
FD552299549,USR000792,HDFC,TAX_SAVER_5Y,218100.0,47,5.68,AT_MATURITY,2026-03-03 00:00:00,2026-04-19,219695.18,MATURED,False,True,True,Referral,te
FD486890752,USR000792,HDFC,SENIOR_CITIZEN,44100.0,1694,7.43,MONTHLY,2026-01-31 00:00:00,2030-09-21,59307.15,ACTIVE,False,True,True,Referral,te
FD946580936,USR000440,HDFC,CALLABLE,443400.0,435,8.8,QUARTERLY,2026-03-24 00:00:00,2027-06-02,489902.33,MATURED,True,False,True,Referral,bn
FD102023730,USR000440,HDFC,NON_CALLABLE,381000.0,1242,6.57,AT_MATURITY,2025-01-01 00:00:00,2028-05-27,466176.36,ACTIVE,True,False,True,Referral,bn
FD761656740,USR000364,INDB,NON_CALLABLE,18100.0,3036,7.46,MONTHLY,2026-05-02 00:00:00,2034-08-24,29331.2,ACTIVE,True,True,False,Organic search,mr
FD258068166,USR000886,HDFC,TAX_SAVER_5Y,377500.0,184,5.55,QUARTERLY,2025-04-21 00:00:00,2025-10-22,388061.73,ACTIVE,True,True,True,Referral,hi
FD361345143,USR000886,HDFC,TAX_SAVER_5Y,1705900.0,2996,8.53,AT_MATURITY,2025-10-29 00:00:00,2034-01-11,2900304.81,PREMATURE_WITHDRAWN,True,False,True,Referral,hi
FD478094025,USR000300,INDB,CALLABLE,134800.0,15,7.78,MONTHLY,2025-03-27 00:00:00,2025-04-11,135230.99,ACTIVE,True,True,True,Google Ads,ml
FD572808581,USR000881,PUNB,CALLABLE,92700.0,1695,7.49,MONTHLY,2025-01-31 00:00:00,2029-09-22,124943.22,MATURED,False,False,True,Influencer-YT,hi
FD136792619,USR000219,KOTK,NON_CALLABLE,57400.0,641,7.38,QUARTERLY,2025-11-05 00:00:00,2027-08-08,64839.32,ACTIVE,False,True,True,Email,mr
FD886978346,USR000609,KOTK,NON_CALLABLE,26400.0,786,7.96,QUARTERLY,2025-09-11 00:00:00,2027-11-06,30925.29,MATURED,True,True,False,Meta Ads,en
FD340120480,USR000609,KOTK,NON_CALLABLE,23700.0,673,7.36,MONTHLY,2026-03-23 00:00:00,2028-01-25,26916.24,ACTIVE,True,True,False,Meta Ads,en
FD726427771,USR000298,YESB,SWEEP_FD,95800.0,836,8.59,AT_MATURITY,2025-07-13 00:00:00,2027-10-27,114648.3,ACTIVE,False,True,True,Direct,en
