user_id,segment,churn_risk,ltv_decile,days_since_signup,last_active_days_ago
USR000704,Churned,Critical,1,143,114
USR000705,Churned,Critical,2,437,127
USR000706,Casual Browser,High,8,161,72
USR000707,Churned,Critical,1,166,161
USR000708,Churned,Critical,3,310,122
USR000709,High-value Active,Low,2,88,2
USR000710,Churned,Critical,2,483,180
USR000711,Churned,Critical,1,383,171
USR000712,Casual Browser,High,8,287,63
USR000713,Lost-Compliance,Low,9,377,79
USR000714,Casual Browser,High,5,343,80
USR000715,Churned,Critical,3,207,104
USR000716,Engaged Verified,Low,10,121,7
USR000717,Casual Browser,High,9,364,22
USR000718,Churned,Critical,2,151,95
USR000719,Casual Browser,High,9,240,71
USR000720,Casual Browser,High,1,114,67
USR000721,Churned,Critical,2,415,139
USR000722,Churned,Critical,4,120,143
USR000723,Churned,Critical,3,78,99
USR000724,Casual Browser,High,8,77,59
USR000725,Engaged Verified,Low,4,365,27
USR000726,Churned,Critical,1,375,170
USR000727,Casual Browser,High,2,414,50
USR000728,Casual Browser,High,4,13,67
USR000729,Churned,Critical,2,279,149
USR000730,Casual Browser,High,8,11,81
USR000731,Casual Browser,High,1,116,45
USR000732,Churned,Critical,3,273,154
USR000733,Casual Browser,High,10,217,44
USR000734,Casual Browser,High,5,305,74
USR000735,Activation Risk,High,7,362,17
USR000736,Churned,Critical,2,413,135
USR000737,Engaged Verified,Low,5,194,7
USR000738,Casual Browser,High,6,366,34
USR000739,Churned,Critical,3,26,136
USR000740,Churned,Critical,3,335,119
USR000741,Churned,Critical,1,109,146
USR000742,Churned,Critical,4,178,167
USR000743,Churned,Critical,4,181,146
USR000744,High-value Active,Low,1,235,3
USR000745,Casual Browser,High,1,470,38
USR000746,Casual Browser,High,6,206,63
USR000747,Churned,Critical,2,203,175
USR000748,Casual Browser,High,6,166,18
USR000749,Engaged Verified,Low,6,226,6
USR000750,Churned,Critical,2,94,111
USR000751,Churned,Critical,2,250,147
USR000752,Churned,Critical,3,471,166
USR000753,Churned,Critical,1,202,175
USR000754,Churned,Critical,1,471,174
USR000755,Churned,Critical,1,83,102
USR000756,Churned,Critical,2,309,105
USR000757,Casual Browser,High,10,215,78
USR000758,Casual Browser,High,4,371,29
USR000759,Lost-Compliance,Low,9,286,33
USR000760,Activation Risk,High,6,484,47
USR000761,Churned,Critical,1,235,177
USR000762,Casual Browser,High,3,477,38
USR000763,Churned,Critical,3,379,171
USR000764,Casual Browser,High,8,486,71
USR000765,Casual Browser,High,8,8,57
USR000766,Churned,Critical,2,304,168
USR000767,Churned,Critical,3,103,166
USR000768,Casual Browser,High,9,132,51
USR000769,Churned,Critical,4,234,121
USR000770,Engaged Verified,Low,6,307,29
USR000771,Casual Browser,High,4,37,69
USR000772,Churned,Critical,4,386,102
USR000773,Churned,Critical,1,209,166
USR000774,Casual Browser,High,6,368,8
USR000775,Engaged Verified,Low,7,132,17
USR000776,Casual Browser,High,5,330,86
USR000777,Casual Browser,High,2,87,66
USR000778,Churned,Critical,3,107,178
USR000779,Engaged Verified,Low,4,207,26
USR000780,Activation Risk,High,4,385,35
USR000781,Casual Browser,High,1,336,77
USR000782,Casual Browser,High,8,281,37
USR000783,Casual Browser,High,1,36,60
USR000784,Casual Browser,High,7,105,47
USR000785,Casual Browser,High,7,83,53
USR000786,Engaged Verified,Low,7,385,8
USR000787,Casual Browser,High,8,119,36
USR000788,Churned,Critical,1,230,148
USR000789,Churned,Critical,4,311,102
USR000790,Churned,Critical,2,255,180
USR000791,Churned,Critical,2,348,110
USR000792,Engaged Verified,Low,2,315,22
USR000793,Casual Browser,High,2,44,64
USR000794,Churned,Critical,1,312,104
USR000795,Churned,Critical,4,53,138
USR000796,Lost-Compliance,Low,2,21,25
USR000797,Churned,Critical,1,293,94
USR000798,Activation Risk,High,10,233,26
USR000799,Casual Browser,High,6,352,83
USR000800,Churned,Critical,3,394,160
USR000801,Churned,Critical,2,224,102
USR000802,Casual Browser,High,1,306,14
USR000803,Casual Browser,High,10,243,67
USR000804,Casual Browser,High,4,46,32
USR000805,Engaged Verified,Low,8,23,11
USR000806,Casual Browser,High,4,19,36
USR000807,Churned,Critical,1,63,131
USR000808,Churned,Critical,2,333,127
USR000809,Churned,Critical,3,122,164
USR000810,Churned,Critical,1,362,135
USR000811,Churned,Critical,2,379,142
USR000812,Lost-Compliance,Low,8,295,64
USR000813,Churned,Critical,4,33,92
USR000814,Casual Browser,High,10,6,49
USR000815,Casual Browser,High,2,160,69
USR000816,Churned,Critical,4,491,98
USR000817,Churned,Critical,1,91,147
USR000818,Churned,Critical,2,25,164
USR000819,Lost-Compliance,Low,8,13,2
USR000820,Casual Browser,High,10,246,14
USR000821,Engaged Verified,Low,4,65,9
USR000822,Churned,Critical,1,451,136
USR000823,Casual Browser,High,7,395,35
USR000824,Activation Risk,High,2,59,7
USR000825,Activation Risk,High,9,41,32
USR000826,Churned,Critical,2,94,114
USR000827,Churned,Critical,1,85,168
USR000828,Churned,Critical,1,197,132
USR000829,Casual Browser,High,5,177,76
USR000830,Casual Browser,High,6,69,69
USR000831,Lost-Compliance,Low,9,216,35
USR000832,Churned,Critical,2,256,143
USR000833,Churned,Critical,1,168,146
USR000834,Churned,Critical,4,240,93
USR000835,Churned,Critical,2,420,140
USR000836,Churned,Critical,1,146,161
USR000837,Casual Browser,High,7,46,84
USR000838,Churned,Critical,2,121,106
USR000839,Churned,Critical,3,163,138
USR000840,Casual Browser,High,8,81,90
USR000841,Engaged Verified,Low,5,49,30
USR000842,Engaged Verified,Low,3,40,26
USR000843,Churned,Critical,3,309,119
USR000844,Casual Browser,High,7,273,31
USR000845,Churned,Critical,3,428,142
USR000846,Casual Browser,High,8,328,63
USR000847,Casual Browser,High,4,124,76
USR000848,Casual Browser,High,3,14,41
USR000849,Churned,Critical,3,84,146
USR000850,Casual Browser,High,6,485,87
USR000851,Churned,Critical,1,346,105
USR000852,Lost-Compliance,Low,7,331,38
USR000853,Churned,Critical,3,75,98
USR000854,Casual Browser,High,3,421,46
USR000855,Casual Browser,High,10,114,70
USR000856,Churned,Critical,1,154,156
USR000857,Engaged Verified,Low,6,109,25
USR000858,Engaged Verified,Low,4,227,16
USR000859,Casual Browser,High,7,75,24
USR000860,Lost-Compliance,Low,8,332,65
USR000861,Churned,Critical,1,92,133
USR000862,Churned,Critical,2,140,148
USR000863,Casual Browser,High,1,166,90
USR000864,Casual Browser,High,8,144,70
USR000865,High-value Active,Low,3,234,3
USR000866,Engaged Verified,Low,1,54,26
USR000867,Casual Browser,High,10,454,66
USR000868,Churned,Critical,3,419,179
USR000869,Churned,Critical,4,476,126
USR000870,Churned,Critical,1,112,93
USR000871,Activation Risk,High,4,307,26
USR000872,Churned,Critical,3,393,126
USR000873,Churned,Critical,3,80,154
USR000874,Casual Browser,High,1,485,0
USR000875,Casual Browser,High,9,67,26
USR000876,Casual Browser,High,2,384,83
USR000877,Churned,Critical,4,489,147
USR000878,Churned,Critical,3,29,108
USR000879,Casual Browser,High,5,148,37
USR000880,Engaged Verified,Low,6,244,18
USR000881,Churned,Critical,4,228,137
USR000882,Churned,Critical,3,44,91
USR000883,Churned,Critical,4,192,134
USR000884,Churned,Critical,1,287,121
USR000885,Churned,Critical,4,144,134
USR000886,Activation Risk,High,5,290,19
USR000887,Lost-Compliance,Low,5,108,28
USR000888,Casual Browser,High,3,153,25
USR000889,Churned,Critical,1,331,152
USR000890,Churned,Critical,3,425,125
USR000891,Casual Browser,High,5,361,56
USR000892,Casual Browser,High,1,147,45
USR000893,Churned,Critical,3,20,139
USR000894,Churned,Critical,1,310,171
USR000895,Casual Browser,High,6,227,35
USR000896,Activation Risk,High,6,148,39
USR000897,Engaged Verified,Low,7,16,1
USR000898,Casual Browser,High,8,463,69
USR000899,Casual Browser,High,5,1,82
USR000900,Churned,Critical,1,381,93
USR000901,Churned,Critical,2,328,147
USR000902,High-value Active,Low,1,59,11
USR000903,Casual Browser,High,2,314,42
USR000904,Casual Browser,High,7,147,50
USR000905,Casual Browser,High,8,29,42
USR000906,Churned,Critical,3,311,112
USR000907,Engaged Verified,Low,10,472,24
USR000908,Churned,Critical,2,120,120
USR000909,Casual Browser,High,1,11,40
USR000910,Casual Browser,High,1,356,67
USR000911,Churned,Critical,1,54,118
USR000912,Churned,Critical,2,114,99
USR000913,Casual Browser,High,5,164,44
USR000914,Lost-Compliance,Low,2,310,43
USR000915,Churned,Critical,3,73,145
USR000916,Churned,Critical,1,460,155
USR000917,Casual Browser,High,6,240,43
USR000918,Churned,Critical,1,129,172
USR000919,Churned,Critical,4,366,173
USR000920,Churned,Critical,4,258,91
USR000921,Engaged Verified,Low,1,418,4
USR000922,Casual Browser,High,10,386,28
USR000923,Engaged Verified,Low,2,361,2
USR000924,Engaged Verified,Low,5,426,22
USR000925,Lost-Compliance,Low,5,109,64
USR000926,Churned,Critical,4,68,155
USR000927,Churned,Critical,3,142,134
USR000928,Casual Browser,High,5,136,52
USR000929,Churned,Critical,3,384,108
USR000930,Churned,Critical,1,66,161
USR000931,Casual Browser,High,1,314,42
USR000932,Activation Risk,High,1,110,48
USR000933,Churned,Critical,1,272,113
USR000934,Casual Browser,High,5,157,61
USR000935,Casual Browser,High,1,226,81
USR000936,Casual Browser,High,1,484,42
USR000937,Churned,Critical,3,343,167
USR000938,Activation Risk,High,7,44,39
USR000939,Casual Browser,High,5,401,76
USR000940,Engaged Verified,Low,6,115,17
USR000941,Casual Browser,High,5,354,37
USR000942,Churned,Critical,4,106,100
USR000943,Churned,Critical,4,273,128
USR000944,Churned,Critical,2,55,99
USR000945,Casual Browser,High,5,306,78
USR000946,Lost-Compliance,Low,9,423,71
USR000947,Lost-Compliance,Low,8,269,64
USR000948,Churned,Critical,3,74,155
USR000949,Churned,Critical,2,117,91
USR000950,Casual Browser,High,6,250,64
USR000951,Activation Risk,High,7,309,33
USR000952,Casual Browser,High,1,178,53
USR000953,Churned,Critical,3,305,99
USR000954,Churned,Critical,2,232,116
USR000955,Churned,Critical,3,284,135
USR000956,Casual Browser,High,7,468,31
USR000957,Churned,Critical,4,64,143
USR000958,Churned,Critical,2,253,122
USR000959,Churned,Critical,3,276,123
USR000960,Casual Browser,High,8,345,83
USR000961,Churned,Critical,4,330,112
USR000962,Churned,Critical,1,306,149
USR000963,Lost-Compliance,Low,2,145,0
USR000964,Casual Browser,High,4,127,87
USR000965,Churned,Critical,1,433,175
USR000966,Churned,Critical,4,17,172
USR000967,Activation Risk,High,10,366,9
USR000968,Lost-Compliance,Low,6,71,8
USR000969,Churned,Critical,1,271,109
USR000970,Casual Browser,High,2,425,32
USR000971,Churned,Critical,1,31,177
USR000972,Casual Browser,High,3,343,83
USR000973,Casual Browser,High,2,476,65
USR000974,Churned,Critical,4,131,158
USR000975,Churned,Critical,3,360,122
USR000976,Churned,Critical,2,325,97
USR000977,High-value Active,Low,6,286,4
USR000978,Engaged Verified,Low,1,256,15
USR000979,Churned,Critical,1,403,165
USR000980,Churned,Critical,3,28,104
USR000981,Churned,Critical,3,436,164
USR000982,Casual Browser,High,10,164,73
USR000983,Churned,Critical,1,222,115
USR000984,Churned,Critical,3,300,171
USR000985,Churned,Critical,2,86,94
USR000986,Casual Browser,High,2,236,83
USR000987,Churned,Critical,3,61,113
USR000988,Churned,Critical,1,218,99
USR000989,Churned,Critical,4,468,121
USR000990,Churned,Critical,1,307,161
USR000991,Lost-Compliance,Low,8,425,5
USR000992,Engaged Verified,Low,5,365,9
USR000993,Engaged Verified,Low,2,210,13
USR000994,Engaged Verified,Low,7,443,9
USR000995,Churned,Critical,3,183,140
USR000996,Engaged Verified,Low,8,307,2
USR000997,Casual Browser,High,8,412,32
USR000998,Churned,Critical,4,159,112
USR000999,Churned,Critical,2,45,128
USR001000,Casual Browser,High,2,182,86
